DATE,FXRUSD,FXRTWI,FXREUR,FXRJY,FXRUKPS,FXRSF,FXRNZD,FXRCD,FXRHKD,FXRSD,FXRMR,FXRNTD,FXRSKW,FXRIR,FXRCR,FXRSDR,FXRDEM,FXRFRF,FXRESP,FXRITL,FXRNLG,FXRBEF,FXRATS,FXRFIM,FXRPTE,FXRIEP,FXRGRD
12-Dec-1983,0.9175,83.0,,216.35,0.6392,,1.4031,1.1442,7.1758,1.9588,,36.87,732.44,,1.8248,0.8807,,,,,,,,,,,
13-Dec-1983,0.9010,81.6,,212.71,0.6308,1.9957,1.3864,1.1257,7.0458,1.9245,2.1120,36.21,720.17,896,1.7920,0.8651,2.4852,7.5657,,1504.22,2.7859,50.44,,,,,
14-Dec-1983,0.9000,81.7,,212.40,0.6347,1.9951,1.3878,1.1263,7.0362,1.9217,2.1087,36.18,719.64,895,1.7900,0.8647,2.4902,7.5969,,1507.05,2.7945,50.61,,,,,
15-Dec-1983,0.8978,81.3,,211.03,0.6321,1.9823,1.3833,1.1215,7.0194,1.9154,2.1000,36.09,717.70,892,1.7856,0.8647,2.4778,7.5761,,1499.10,2.7811,50.42,,,,,
16-Dec-1983,0.8928,80.9,,209.67,0.6287,1.9720,1.3763,1.1152,6.9808,1.9078,2.0905,35.89,714.06,887,1.7757,0.8581,2.4704,7.5468,,1496.33,2.7720,50.30,,,,,
19-Dec-1983,0.8770,79.7,,207.54,0.6190,1.9389,1.3608,1.0963,6.8595,1.8750,2.0552,35.26,700.55,872,1.7443,0.8445,2.4293,7.4207,,1472.48,2.7277,49.50,,,,,
20-Dec-1983,0.8795,79.8,,206.95,0.6189,1.9396,1.3615,1.0990,6.8438,1.8755,2.0580,35.38,703.42,875,1.7492,0.8470,2.4331,7.4230,,1475.80,2.7316,49.57,,,,,
21-Dec-1983,0.8905,80.7,,209.31,0.6274,1.9692,1.3759,1.1128,6.9312,1.8981,2.0807,35.85,712.40,886,1.7711,0.8568,2.4671,7.5310,,1496.49,2.7702,50.28,,,,,
22-Dec-1983,0.9005,81.5,,211.21,0.6308,1.9881,1.3841,1.1235,7.0108,1.9182,2.1040,36.28,719.68,895,1.7910,0.8666,2.4888,7.6025,,1511.26,2.7963,50.72,,,,,
23-Dec-1983,0.9005,81.4,,210.58,0.6296,1.9820,1.3831,1.1211,7.0099,1.9156,2.1045,36.26,719.68,895,1.7910,0.8657,2.4865,7.6025,,1510.14,2.7952,50.67,,,,,
28-Dec-1983,0.8985,81.2,,210.02,0.6260,1.9646,1.3789,1.1176,6.9935,1.9125,2.1020,36.19,717.09,894,1.7870,0.8624,2.4507,7.5613,,1498.70,2.7746,50.36,,,,,
29-Dec-1983,0.8925,80.6,,208.18,0.6218,1.9523,1.3710,1.1112,6.9477,1.8992,2.0876,35.96,711.86,887,1.7680,0.8563,2.4682,7.5001,,1488.69,2.7551,50.02,,,,,
30-Dec-1983,0.9020,81.1,,209.22,0.6205,1.9650,1.3765,1.1224,7.0167,1.9158,2.1089,36.34,719.07,897,1.7868,0.8631,2.4906,7.4916,,1493.71,2.7550,50.03,,,,,
01-Jan-1984,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Jan-1984,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Jan-1984,0.9025,81.2,,208.97,0.6244,1.9704,1.3772,1.1232,7.0296,1.9171,2.1073,36.36,718.57,897,1.7878,0.8621,2.5336,7.5467,,1498.60,2.7731,50.39,,,,,
04-Jan-1984,0.8998,81.4,,210.06,0.6319,1.9964,1.3834,1.1224,7.0238,1.9154,2.1051,36.25,716.42,895,1.8002,0.8616,2.5690,7.6150,,1511.56,2.7975,50.83,,,,,
05-Jan-1984,0.8988,81.5,,209.65,0.6343,2.0048,1.3838,1.1222,7.0084,1.9162,2.1051,36.19,715.89,894,1.8072,0.8660,2.5761,7.6551,,1518.19,2.8117,51.09,,,,,
06-Jan-1984,0.9023,81.9,,210.42,0.6400,2.0186,1.3901,1.1282,7.0379,1.9246,2.1148,36.32,719.58,898,1.8234,0.8698,2.5751,7.7296,,1534.14,2.8404,51.61,,,,,
09-Jan-1984,0.9083,82.6,,211.59,0.6491,2.0403,1.4006,1.1358,7.0866,1.9371,2.1291,36.54,724.73,904,1.8355,0.8767,2.5687,7.8318,,1554.67,2.8802,52.32,,,,,
10-Jan-1984,0.9060,82.6,,211.82,0.6516,2.0498,1.4005,1.1359,7.0668,1.9325,2.1228,36.44,723.08,901,1.8491,0.8769,2.5603,7.8627,,1559.80,2.8883,52.48,,,,,
11-Jan-1984,0.9080,82.7,,212.47,0.6495,2.0460,1.4014,1.1377,7.0824,1.9349,2.1261,36.50,725.58,903,1.8532,0.8789,2.5257,7.8719,,1561.20,2.8893,52.48,,,,,
12-Jan-1984,0.9052,82.5,,212.45,0.6472,2.0335,1.3986,1.1323,7.0560,1.9293,2.1200,36.39,723.25,900,1.8475,0.8760,2.5220,7.8476,,1554.12,2.8822,52.31,,,,,
13-Jan-1984,0.9050,82.4,,212.31,0.6450,2.0281,1.3970,1.1307,7.0567,1.9286,2.1186,36.38,722.46,900,1.8471,0.8774,2.5389,7.8346,,1550.22,2.8756,52.19,,,,,
16-Jan-1984,0.9038,82.0,,210.68,0.6393,2.0044,1.3909,1.1259,7.0460,1.9236,2.1143,36.33,722.41,898,1.8447,0.8757,2.5205,7.7266,,1532.62,2.8363,51.53,,,,,
17-Jan-1984,0.9030,81.9,,210.67,0.6351,2.0056,1.3879,1.1249,7.0402,1.9238,2.1142,36.30,720.96,897,1.8430,0.8720,2.5172,7.7152,,1529.68,2.8345,51.48,,,,,
18-Jan-1984,0.9020,82.0,,211.27,0.6405,2.0209,1.3915,1.1263,7.0361,1.9231,2.1125,36.26,719.25,896,1.8502,0.8684,2.5469,7.7608,,1541.47,2.8537,51.78,,,,,
19-Jan-1984,0.8985,81.6,,210.11,0.6361,2.0079,1.3853,1.1211,7.0087,1.9144,2.1034,36.12,716.55,892,1.8430,0.8687,2.5580,7.7082,,1530.82,2.8363,51.40,,,,,
20-Jan-1984,0.9015,81.8,,210.41,0.6356,2.0040,1.3873,1.1233,7.0340,1.9197,2.1095,36.24,719.40,895,1.8492,0.8688,2.5633,7.7020,,1533.90,2.8328,51.39,,,,,
23-Jan-1984,0.9024,82.1,,211.25,0.6438,2.0225,1.3938,1.1251,7.0365,1.9230,2.1128,36.27,719.21,897,1.8603,0.8699,2.5566,7.7940,,1550.10,2.8651,51.98,,,,,
24-Jan-1984,0.9067,82.5,,212.19,0.6463,2.0319,1.3988,1.1303,7.0700,1.9313,2.1221,36.44,723.55,901,1.8785,0.8764,2.5710,7.8266,,1556.02,2.8774,52.23,,,,,
25-Jan-1984,0.9082,82.7,,212.70,0.6482,2.0385,1.4011,1.1344,7.0812,1.9349,2.1256,36.50,725.47,904,1.8816,0.8794,2.5838,7.8450,,1559.04,2.8861,52.30,,,,,
26-Jan-1984,0.9087,82.6,,212.68,0.6454,2.0353,1.3993,1.1330,7.0829,1.9354,2.1259,36.51,726.60,904,1.8732,0.8797,2.5824,7.8198,,1554.22,2.8765,52.20,,,,,
27-Jan-1984,0.9131,83.1,,213.94,0.6500,2.0484,1.4061,1.1388,7.1213,1.9454,2.1367,36.69,729.84,909,1.8936,0.8823,2.5687,7.8664,,1565.51,2.8930,52.50,,,,,
31-Jan-1984,0.9178,83.5,,215.48,0.6526,2.0606,1.4116,1.1465,7.1648,1.9555,2.1477,36.88,733.23,913,1.9033,0.8874,2.5338,7.9032,,1573.11,2.9083,52.78,,,,,
01-Feb-1984,0.9203,83.7,,215.95,0.6550,2.0652,1.4150,1.1486,7.1843,1.9607,2.1535,36.98,735.60,916,1.9085,0.8899,2.5479,7.9003,,1571.87,2.9080,52.76,,,,,
02-Feb-1984,0.9219,83.7,,216.00,0.6533,2.0593,1.4144,1.1503,7.1885,1.9632,2.1571,37.04,736.87,916,1.9118,0.8906,2.5451,7.8661,,1566.31,2.8937,52.56,,,,,
03-Feb-1984,0.9240,83.6,,215.94,0.6466,2.0395,1.4109,1.1502,7.2030,1.9658,2.1599,37.13,737.91,918,1.9162,0.8886,2.5419,7.8032,,1561.56,2.8647,52.05,,,,,
06-Feb-1984,0.9226,83.4,,215.22,0.6457,2.0339,1.4088,1.1491,7.1972,1.9638,2.1573,37.07,735.87,916,1.8980,0.8855,2.5616,7.7895,,1555.50,2.8578,51.82,,,,,
07-Feb-1984,0.9214,83.5,,215.33,0.6509,2.0501,1.4115,1.1487,7.1846,1.9630,2.1547,37.02,733.99,916,1.9088,0.8845,2.5466,7.8144,,1566.38,2.8752,52.16,,,,,
08-Feb-1984,0.9247,83.8,,216.29,0.6547,2.0593,1.4165,1.1523,7.2117,1.9706,2.1624,37.15,737.26,919,1.9156,0.8900,2.5529,7.8146,,1565.52,2.8726,52.11,,,,,
09-Feb-1984,0.9296,84.1,,217.11,0.6540,2.0619,1.4192,1.1565,7.2476,1.9810,2.1740,37.35,742.10,923,1.9258,0.8931,2.5244,7.8161,,1563.59,2.8687,52.06,,,,,
10-Feb-1984,0.9307,84.4,,218.20,0.6591,2.0834,1.4235,1.1597,7.2604,1.9837,2.1769,37.40,742.05,924,1.9280,0.8922,2.5446,7.8579,,1573.81,2.8838,52.35,,,,,
13-Feb-1984,0.9316,84.3,,218.09,0.6566,2.0756,1.4232,1.1608,7.2534,1.9856,2.1793,37.43,742.30,926,1.9299,0.8953,2.5341,7.8441,,1569.75,2.8745,52.16,,,,,
14-Feb-1984,0.9326,84.5,,218.55,0.6574,2.0853,1.4247,1.1632,7.2496,1.9875,2.1818,37.47,743.94,927,1.9320,0.8954,2.5408,7.8562,,1570.50,2.8789,52.28,,,,,
15-Feb-1984,0.9381,84.6,,219.09,0.6527,2.0657,1.4248,1.1677,7.2961,1.9979,2.1928,37.69,747.95,932,1.9278,0.9012,2.5191,7.7980,,1556.78,2.8481,51.70,,,,,
16-Feb-1984,0.9464,85.3,,220.94,0.6589,2.0897,1.4359,1.1803,7.3687,2.0153,2.2117,38.03,753.24,940,1.9371,0.9038,2.5221,7.8523,,1577.65,2.8752,52.18,,,,,
17-Feb-1984,0.9453,85.0,,220.35,0.6530,2.0707,1.4292,1.1788,7.3611,2.0104,2.2063,37.98,751.42,938,1.9348,0.9002,2.5120,7.8006,,1568.25,2.8600,51.90,,,,,
20-Feb-1984,0.9464,85.1,,220.68,0.6523,2.0813,1.4298,1.1815,7.3706,2.0120,2.2092,38.03,752.86,939,1.9371,0.9022,2.5028,7.8310,,1571.02,2.8662,52.03,,,,,
21-Feb-1984,0.9350,84.2,,218.70,0.6455,2.0668,1.4173,1.1683,7.2897,1.9900,2.1843,37.57,743.79,928,1.9138,0.8913,2.4851,7.7708,,1558.65,2.8425,51.58,,,,,
22-Feb-1984,0.9382,84.5,,219.12,0.6475,2.0701,1.4216,1.1710,7.3170,1.9966,2.1923,37.70,747.46,932,1.9203,0.8966,2.4576,7.7810,,1557.41,2.8439,51.65,,,,,
23-Feb-1984,0.9450,84.8,,220.14,0.6499,2.0710,1.4270,1.1805,7.3559,2.0110,2.2067,37.99,751.94,938,1.9342,0.8993,2.4573,7.7542,,1555.94,2.8341,51.46,,,,,
24-Feb-1984,0.9440,84.7,,220.52,0.6456,2.0655,1.4238,1.1795,7.3472,2.0070,2.2028,37.96,750.57,937,1.9322,0.8967,2.4613,7.7115,,1550.99,2.8278,51.27,,,,,
27-Feb-1984,0.9426,84.5,,219.88,0.6422,2.0536,1.4211,1.1806,7.3325,2.0041,2.1996,37.89,748.52,936,1.9293,0.8924,2.4308,7.6648,,1542.09,2.8087,50.88,,,,,
28-Feb-1984,0.9440,84.3,,220.14,0.6339,2.0461,1.4164,1.1818,7.3429,2.0028,2.2014,37.93,749.82,936,1.9322,0.8945,2.4488,7.5596,,1526.45,2.7730,50.32,,,,,
29-Feb-1984,0.9429,84.2,,220.07,0.6326,2.0461,1.4156,1.1803,7.3376,2.0018,2.1995,37.88,748.00,936,1.9299,0.8889,2.4419,7.5705,,1526.56,2.7740,50.34,,,,,
01-Mar-1984,0.9435,84.3,,220.21,0.6349,2.0496,1.4169,1.1790,7.3442,2.0022,2.2007,37.88,748.48,937,1.9312,0.8900,2.4241,7.5782,,1529.41,2.7808,50.42,,,,,
02-Mar-1984,0.9432,84.2,,219.95,0.6349,2.0348,1.4158,1.1794,7.3339,1.9993,2.1980,37.87,748.33,937,1.9305,0.8896,2.4438,7.5140,,1513.84,2.7441,49.77,,,,,
05-Mar-1984,0.9508,84.1,,214.98,0.6412,2.0298,1.4187,1.1895,7.3996,1.9881,2.1871,38.16,753.41,944,1.9461,0.8955,2.4451,7.5655,,1530.79,2.7678,50.16,,,,,
06-Mar-1984,0.9550,84.1,,213.28,0.6420,2.0125,1.4182,1.1977,7.4289,1.9845,2.1774,39.28,755.79,947,1.9450,0.8929,2.4796,7.5273,,1525.61,2.7588,49.99,,,,,
07-Mar-1984,0.9574,84.1,,212.54,0.6442,2.0137,1.4186,1.2033,7.4476,1.9895,2.1800,38.41,756.73,950,1.9498,0.8939,2.4971,7.4701,,1510.30,2.7241,49.64,,,,,
08-Mar-1984,0.9533,84.1,,213.25,0.6492,2.0213,1.4218,1.2058,7.4162,1.9953,2.1912,38.23,753.49,947,1.9492,0.8876,2.4782,7.5301,,1522.42,2.7584,49.99,,,,,
09-Mar-1984,0.9527,84.1,,213.10,0.6499,2.0214,1.4207,1.2078,7.4101,1.9883,2.1805,38.19,753.87,946,1.9480,0.8914,2.4881,7.5301,,1520.51,2.7579,50.06,,,,,
12-Mar-1984,0.9546,84.6,,214.74,0.6568,2.0446,1.4284,1.2161,7.4468,1.9923,2.1856,38.24,756.33,949,1.9694,0.8943,2.5115,7.6416,,1540.72,2.7984,50.78,,,,,
13-Mar-1984,0.9614,85.1,,215.79,0.6606,2.0636,1.4354,1.2114,7.5008,2.0074,2.2010,38.50,762.68,957,1.9835,0.9051,2.5252,7.6936,,1550.74,2.8183,51.10,,,,,
14-Mar-1984,0.9648,85.1,,215.54,0.6569,2.0502,1.4349,1.2296,7.5264,2.0099,2.2046,38.62,764.41,960,1.9805,0.9050,2.5145,7.6398,,1540.79,2.7994,50.73,,,,,
15-Mar-1984,0.9653,85.3,,216.13,0.6594,2.0617,1.4368,1.2253,7.5293,2.0088,2.2043,38.63,763.84,961,1.9816,0.9004,2.5250,7.6703,,1546.41,2.8108,50.93,,,,,
16-Mar-1984,0.9653,85.6,,217.19,0.6638,2.0752,1.4412,1.2255,7.5293,2.0112,2.2058,38.61,764.81,961,1.9895,0.9060,2.4816,7.7436,,1559.92,2.8359,51.43,,,,,
19-Mar-1984,0.9535,85.0,,216.30,0.6624,2.0715,1.4330,1.2140,7.4402,1.9952,2.1897,38.13,756.41,952,1.9730,0.8973,2.4775,7.7810,,1564.69,2.8579,51.63,,,,,
20-Mar-1984,0.9573,85.2,,216.16,0.6640,2.0687,1.4357,1.2216,7.4669,2.0025,2.1980,38.28,760.38,956,1.9808,0.9048,2.4831,7.7517,,1559.44,2.8401,51.45,,,,,
21-Mar-1984,0.9553,85.2,,216.18,0.6657,2.0723,1.4361,1.2192,7.4475,1.9996,2.1948,38.18,758.22,955,1.9865,0.9025,2.4495,7.7809,,1564.78,2.8392,51.63,,,,,
22-Mar-1984,0.9418,83.9,,212.80,0.6569,2.0430,1.4190,1.2000,7.3479,1.9702,2.1643,37.62,748.45,942,1.9585,0.8926,2.4351,7.6380,,1534.19,2.7983,50.73,,,,,
23-Mar-1984,0.9395,83.8,,212.86,0.6561,2.0460,1.4184,1.1983,7.3295,1.9654,2.1589,37.51,746.53,940,1.9537,0.8892,2.4101,7.6316,,1529.51,2.7944,50.70,,,,,
26-Mar-1984,0.9487,84.3,,213.60,0.6595,2.0585,1.4255,1.2102,7.3961,1.9793,2.1747,37.86,752.89,948,1.9728,0.8973,2.4259,7.6551,,1535.95,2.8020,50.71,,,,,
27-Mar-1984,0.9475,83.9,,212.33,0.6543,2.0365,1.4194,1.2123,7.3886,1.9667,2.1617,37.81,750.99,947,1.9605,0.8921,2.4263,7.5487,,1521.69,2.7648,50.09,,,,,
28-Mar-1984,0.9384,83.2,,210.72,0.6486,2.0223,1.4092,1.2006,7.3205,1.9570,2.1499,37.49,742.84,938,1.9416,0.8809,2.4590,7.5025,,1512.70,2.7470,49.84,,,,,
29-Mar-1984,0.9365,82.8,,209.82,0.6441,2.0053,1.4062,1.1980,7.3108,1.9545,2.1458,37.41,741.61,936,1.9281,0.8812,2.4596,7.4269,,1501.21,2.7207,49.33,,,,,
30-Mar-1984,0.9350,82.9,,210.22,0.6461,2.0105,1.4062,1.1951,7.2967,1.9521,2.1444,37.34,739.49,935,1.9250,0.8764,2.4369,7.4786,,1516.57,2.7389,49.68,,,,,
02-Apr-1984,0.9389,83.2,,210.41,0.6519,2.0142,1.4125,1.1980,7.3314,1.9581,2.1529,37.46,743.42,939,1.9330,0.8823,2.4189,7.4718,,1512.57,2.7369,49.65,,,,,
03-Apr-1984,0.9389,83.5,,211.49,0.6577,2.0311,1.4161,1.1994,7.3319,1.9623,2.1562,37.44,743.98,940,1.9427,0.8820,2.3837,7.5774,,1529.47,2.7740,50.35,,,,,
04-Apr-1984,0.9393,83.5,,211.60,0.6569,2.0372,1.4166,1.2007,7.3303,1.9604,2.1519,37.46,744.30,940,1.9435,0.8861,2.4047,7.5708,,1523.31,2.7733,50.32,,,,,
05-Apr-1984,0.9333,82.9,,209.99,0.6520,2.0197,1.4090,1.1940,7.2844,1.9478,2.1381,37.21,740.48,934,1.9311,0.8807,2.4116,7.4981,,1508.91,2.7488,49.85,,,,,
06-Apr-1984,0.9185,81.9,,207.35,0.6466,2.0055,1.3950,1.1774,7.1606,1.9189,2.1058,36.60,728.74,920,1.9099,0.8652,2.4082,7.4513,,1498.07,2.7289,49.50,,,,,
09-Apr-1984,0.9115,81.1,,205.18,0.6374,1.9802,1.3834,1.1636,7.1097,1.9055,2.0901,36.29,724.00,912,1.8954,0.8615,2.4003,7.3339,,1475.26,2.6887,48.71,,,,,
10-Apr-1984,0.9153,81.5,,206.29,0.6414,1.9912,1.3895,1.1717,7.1403,1.9111,2.0985,36.42,726.20,916,1.9033,0.8630,2.4211,7.4002,,1487.36,2.7129,49.14,,,,,
11-Apr-1984,0.9202,81.8,,207.16,0.6408,1.9968,1.3924,1.1765,7.1794,1.9199,2.1082,36.60,730.55,921,1.9135,0.8695,2.4271,7.4173,,1491.64,2.7201,49.29,,,,,
12-Apr-1984,0.9224,81.8,,205.88,0.6421,1.9965,1.3923,1.1780,7.1993,1.9208,2.1105,36.68,731.37,923,1.9180,0.8696,2.4325,7.4083,,1489.68,2.7165,47.42,,,,,
13-Apr-1984,0.9175,81.5,,205.43,0.6401,1.9902,1.3893,1.1720,7.1611,1.9113,2.0997,36.49,727.76,919,1.9078,0.8639,2.4431,7.3845,,1487.73,2.7075,49.15,,,,,
16-Apr-1984,0.9184,81.8,,206.64,0.6451,2.0049,1.3939,1.1758,7.1709,1.9153,2.1036,36.49,729.21,920,1.9097,0.8657,2.4550,7.4524,,1497.91,2.7318,49.52,,,,,
17-Apr-1984,0.9212,82.0,,207.13,0.6478,2.0140,1.3968,1.1793,7.1918,1.9198,2.1091,36.58,732.35,923,1.9155,0.8709,2.4619,7.4788,,1502.48,2.7390,49.62,,,,,
18-Apr-1984,0.9231,82.1,,207.19,0.6487,2.0179,1.3984,1.1812,7.2099,1.9233,2.1121,36.65,732.94,925,1.9195,0.8724,2.4903,7.4896,,1503.73,2.7445,49.71,,,,,
19-Apr-1984,0.9230,82.2,,207.40,0.6504,2.0214,1.4004,1.1819,7.2068,1.9238,2.1114,36.61,732.86,925,1.9193,0.8731,2.4964,7.5178,,1509.11,2.7564,49.90,,,,,
24-Apr-1984,0.9208,82.2,,206.98,0.6505,2.0276,1.3988,1.1798,7.1924,1.9185,2.1063,36.50,732.40,924,1.9339,0.8726,2.5299,7.5510,,1516.56,2.7700,50.11,,,,,
26-Apr-1984,0.9207,82.3,,207.22,0.6512,2.0347,1.3996,1.1771,7.1925,1.9180,2.1061,36.49,733.25,924,1.9453,0.8751,2.5398,7.5649,,1521.92,2.7759,50.20,,,,,
27-Apr-1984,0.9213,82.6,,208.35,0.6567,2.0550,1.4044,1.1796,7.1972,1.9217,2.1089,36.51,733.91,925,1.9602,0.8755,2.5386,7.6496,,1538.57,2.8073,50.73,,,,,
30-Apr-1984,0.9201,82.6,,208.74,0.6568,2.0615,1.4045,1.1792,7.1906,1.9210,2.1075,36.47,733.87,925,1.9576,0.8763,2.5191,7.6603,,1544.85,2.8137,50.87,,,,,
01-May-1984,0.9228,83.0,,209.38,0.6601,2.0745,1.4080,1.1887,7.2121,1.9263,2.1128,36.57,736.95,927,1.9633,0.8813,2.5246,7.7040,,1554.00,2.8325,51.14,,,,,
02-May-1984,0.9253,83.3,,210.14,0.6617,2.0796,1.4120,1.1983,7.2321,1.9329,2.1208,36.66,739.68,931,1.9805,0.8848,2.5101,7.7559,,1559.59,2.8490,51.51,,,,,
03-May-1984,0.9309,83.6,,210.94,0.6629,2.0838,1.4171,1.2052,7.2750,1.9430,2.1325,36.87,744.07,936,1.9925,0.8901,2.4942,7.7651,,1563.91,2.8504,51.53,,,,,
04-May-1984,0.9270,83.0,,209.50,0.6547,2.0728,1.4079,1.1947,7.2417,1.9339,2.1221,36.71,740.02,932,1.9802,0.8855,2.4776,7.6848,,1548.09,2.8187,51.03,,,,,
07-May-1984,0.9198,83.0,,209.76,0.6591,2.0882,1.4065,1.1901,7.1878,1.9238,2.1096,36.41,735.20,925,1.9845,0.8768,2.4736,7.7939,,1568.26,2.8585,51.78,,,,,
08-May-1984,0.9144,82.8,,209.49,0.6598,2.0889,1.4051,1.1836,7.1483,1.9158,2.1004,36.19,730.88,921,1.9926,0.8794,2.4740,7.7829,,1567.28,2.8525,51.62,,,,,
09-May-1984,0.9082,82.2,,208.11,0.6557,2.0707,1.3974,1.1758,7.0985,1.9033,2.0866,35.95,725.92,915,1.9791,0.8739,2.4768,7.7270,,1555.75,2.8309,51.15,,,,,
10-May-1984,0.9044,82.1,,208.17,0.6555,2.0738,1.3969,1.1735,7.0706,1.8996,2.0804,35.80,723.52,912,1.9708,0.8705,2.4718,7.7430,,1559.19,2.8378,51.33,,,,,
11-May-1984,0.9040,82.0,,207.78,0.6535,2.0652,1.3938,1.1717,7.0666,1.8997,2.0797,35.78,723.56,910,1.9699,0.8716,2.4748,7.7016,,1544.03,2.8198,50.98,,,,,
14-May-1984,0.8983,81.6,,207.87,0.6500,2.0620,1.3886,1.1637,7.0234,1.8910,2.0697,35.56,719.00,905,1.9575,0.8649,2.4754,7.6589,,1534.30,2.8019,50.77,,,,,
15-May-1984,0.8991,81.5,,207.81,0.6473,2.0499,1.3875,1.1628,7.0296,1.8926,2.0702,35.60,720.18,906,1.9592,0.8659,2.4896,7.6140,,1525.77,2.7836,50.46,,,,,
16-May-1984,0.9020,81.7,,208.47,0.6493,2.0448,1.3904,1.1657,7.0482,1.8976,2.0778,35.71,721.69,908,1.9655,0.8672,2.4496,7.5966,,1522.58,2.7838,50.30,,,,,
17-May-1984,0.9001,81.6,,208.78,0.6447,2.0444,1.3875,1.1639,7.0352,1.8937,2.0738,35.64,719.27,906,1.9614,0.8636,2.4513,7.5986,,1524.77,2.7818,50.32,,,,,
18-May-1984,0.8929,81.3,,208.76,0.6426,2.0405,1.3835,1.1571,6.9789,1.8815,2.0604,35.36,714.41,899,1.9632,0.8585,2.4561,7.6062,,1524.18,2.7842,50.38,,,,,
21-May-1984,0.8914,81.2,,208.45,0.6401,2.0210,1.3805,1.1545,6.9672,1.8849,2.0663,35.39,714.10,899,1.9599,0.8595,2.4636,7.5894,,1522.51,2.7786,50.19,,,,,
22-May-1984,0.8988,81.7,,209.56,0.6456,2.0430,1.3887,1.1633,7.0259,1.8957,2.0780,35.69,720.03,906,1.9762,0.8657,2.4614,7.6079,,1524.81,2.7833,50.27,,,,,
23-May-1984,0.9032,82.0,,210.17,0.6509,2.0471,1.3949,1.1684,7.0603,1.9014,2.0855,35.88,722.65,910,1.9859,0.8685,2.4496,7.6131,,1525.50,2.7868,50.21,,,,,
24-May-1984,0.9009,81.9,,208.60,0.6552,2.0489,1.3940,1.1676,7.0423,1.8973,2.0824,35.80,720.00,908,1.9967,0.8659,2.4227,7.6685,,1533.33,2.8068,50.66,,,,,
25-May-1984,0.9019,81.6,,208.23,0.6505,2.0261,1.3901,1.1679,7.0483,1.8986,2.0829,35.87,720.80,909,1.9849,0.8692,2.4000,7.5421,,1514.74,2.7576,49.67,,,,,
28-May-1984,0.8989,81.5,,208.45,0.6492,2.0214,1.3883,1.1633,7.0231,1.8928,2.0777,35.79,717.50,906,1.9783,0.8622,2.4033,7.5476,,1514.65,2.7621,49.87,,,,,
29-May-1984,0.8972,81.4,,208.20,0.6492,2.0263,1.3882,1.1621,7.0116,1.8902,2.0766,35.74,716.15,904,1.9746,0.8606,2.4067,7.5576,,1519.86,2.7679,50.12,,,,,
30-May-1984,0.8970,81.5,,208.06,0.6482,2.0314,1.3875,1.1619,7.0092,1.8903,2.0764,35.76,716.88,905,1.9840,0.8621,2.4145,7.5765,,1520.42,2.7758,50.21,,,,,
31-May-1984,0.8992,81.6,,208.25,0.6503,2.0317,1.3892,1.1640,7.0263,1.8935,2.0798,35.87,717.83,907,1.9889,0.8633,2.4279,7.5551,,1518.75,2.7733,50.17,,,,,
01-Jun-1984,0.8996,81.5,,208.37,0.6482,2.0263,1.3883,1.1649,7.0290,1.8934,2.0795,35.90,718.33,908,1.9897,0.8639,2.4316,7.5202,,1511.33,2.7604,49.93,,,,,
04-Jun-1984,0.9044,81.5,,208.12,0.6442,2.0171,1.3957,1.1723,7.0643,1.8956,2.0824,36.09,721.26,912,1.9784,0.8653,2.4254,7.4568,,1502.21,2.7352,49.43,,,,,
05-Jun-1984,0.9004,81.0,,206.37,0.6421,2.0020,1.3812,1.1675,7.0294,1.8856,2.0709,35.94,717.17,908,1.9696,0.8566,2.4137,7.3855,,1487.46,2.7096,49.03,,,,,
06-Jun-1984,0.8941,80.8,,206.70,0.6414,2.0044,1.3783,1.1636,6.9785,1.8816,2.0582,35.69,712.15,901,1.9558,0.8519,2.4206,7.3947,,1489.57,2.7106,49.07,,,,,
07-Jun-1984,0.8972,81.0,,206.98,0.6414,2.0082,1.3813,1.1666,7.0022,1.8875,2.0703,35.80,715.52,905,1.9626,0.8566,2.4333,7.4077,,1493.84,2.7163,49.18,,,,,
08-Jun-1984,0.8984,81.1,,207.58,0.6428,2.0111,1.3832,1.1670,7.0107,1.8902,2.0711,35.77,717.01,906,1.9653,0.8578,2.4347,7.4334,,1498.08,2.7260,49.31,,,,,
12-Jun-1984,0.8964,81.2,,207.74,0.6459,2.0250,1.3846,1.1665,6.9986,1.8889,2.0695,35.66,715.87,904,1.9688,0.8564,2.4122,7.4657,,1505.95,2.7416,49.54,,,,,
13-Jun-1984,0.8954,81.2,,208.07,0.6464,2.0326,1.3846,1.1652,6.9940,1.8897,2.0684,35.58,715.96,904,1.9666,0.8590,2.3985,7.4752,,1507.85,2.7402,49.59,,,,,
14-Jun-1984,0.8936,81.0,,207.23,0.6446,2.0278,1.3822,1.1622,6.9804,1.8806,2.0620,35.47,714.34,903,1.9626,0.8570,2.3973,7.4656,,1506.61,2.7352,49.52,,,,,
15-Jun-1984,0.8879,80.5,,205.71,0.6409,2.0142,1.3753,1.1539,6.9372,1.8686,2.0488,35.26,709.17,897,1.9560,0.8505,2.4008,7.4277,,1499.66,2.7197,49.23,,,,,
