DATE,FXRUSD,FXRTWI,FXREUR,FXRJY,FXRUKPS,FXRSF,FXRNZD,FXRCD,FXRHKD,FXRSD,FXRMR,FXRNTD,FXRSKW,FXRIR,FXRCR,FXRSDR,FXRDEM,FXRFRF,FXRESP,FXRITL,FXRNLG,FXRBEF,FXRATS,FXRFIM,FXRPTE,FXRIEP,FXRGRD
19-Feb-1990,0.7597,58.5,,109.78,0.4475,1.1331,1.2837,0.9107,5.9329,1.4161,2.0533,19.84,524.65,1375,3.5874,0.5747,1.2612,4.3329,,945.83,1.4371,26.68,,,,,
20-Feb-1990,0.7612,58.5,,110.02,0.4455,1.1295,1.2860,0.9128,5.9442,1.4155,2.0568,19.90,525.53,1379,3.5945,0.5727,1.2560,4.3225,,941.99,1.4337,26.56,,,,,
21-Feb-1990,0.7567,58.3,,109.99,0.4424,1.1195,1.2858,0.9077,5.9091,1.4066,2.0440,19.79,522.80,1370,3.5732,0.5694,1.2655,4.2916,,936.79,1.4237,26.39,,,,,
22-Feb-1990,0.7673,59.1,,111.50,0.4485,1.1345,1.2972,0.9175,5.9911,1.4291,2.0732,20.06,530.05,1390,3.6233,0.5762,1.2747,4.3521,,949.34,1.4452,26.76,,,,,
23-Feb-1990,0.7608,58.8,,111.40,0.4451,1.1241,1.2882,0.9102,5.9402,1.4184,2.0568,19.89,526.17,1379,3.5926,0.5723,1.2682,4.3305,,942.63,1.4390,26.51,,,,,
26-Feb-1990,0.7631,59.3,,113.63,0.4498,1.1314,1.2978,0.9147,5.9583,1.4243,2.0652,19.96,528.37,1384,3.6034,0.5756,1.2541,4.3623,,951.59,1.4507,26.86,,,,,
27-Feb-1990,0.7657,59.6,,114.17,0.4538,1.1415,1.3005,0.9154,5.9794,1.4276,2.0714,20.03,530.86,1390,3.6157,0.5804,1.2510,4.3829,,957.51,1.4594,26.95,,,,,
28-Feb-1990,0.7594,59.0,,112.73,0.4501,1.1269,1.2908,0.9065,5.9298,1.4189,2.0529,19.87,527.02,1378,3.5860,0.5765,1.2473,4.3525,,950.39,1.4482,26.79,,,,,
01-Mar-1990,0.7590,59.2,,113.55,0.4537,1.1391,1.2913,0.9031,5.9267,1.4234,2.0550,19.86,526.75,1378,3.5841,0.5764,1.2402,4.3844,,957.40,1.4603,26.98,,,,,
02-Mar-1990,0.7641,59.7,,114.52,0.4588,1.1511,1.2977,0.9096,5.9672,1.4341,2.0687,19.99,530.29,1388,3.6082,0.5838,1.2456,4.4345,,966.97,1.4779,27.27,,,,,
05-Mar-1990,0.7588,59.3,,113.78,0.4607,1.1416,1.2903,0.9044,5.9262,1.4240,2.0547,19.85,526.61,1379,3.5831,0.5809,1.2537,4.3847,,957.61,1.4614,26.95,,,,,
06-Mar-1990,0.7613,59.3,,113.59,0.4624,1.1389,1.2915,0.9043,5.9465,1.4244,2.0601,19.92,528.34,1383,3.5949,0.5804,1.2648,4.3619,,951.70,1.4529,26.80,,,,,
07-Mar-1990,0.7610,59.5,,114.74,0.4623,1.1430,1.2925,0.9032,5.9440,1.4260,2.0609,19.93,528.13,1383,3.5935,0.5803,1.2629,4.3853,,956.77,1.4617,26.96,,,,,
08-Mar-1990,0.7614,59.5,,114.61,0.4614,1.1415,1.2942,0.9004,5.9475,1.4261,2.0590,20.18,530.62,1384,3.5954,0.5828,1.2500,4.3704,,953.65,1.4565,26.85,,,,,
09-Mar-1990,0.7603,59.5,,114.92,0.4630,1.1465,1.2904,0.8968,5.9397,1.4248,2.0574,20.04,530.77,1383,3.5902,0.5813,1.2541,4.3683,,953.61,1.4552,26.86,,,,,
12-Mar-1990,0.7581,59.6,,115.22,0.4726,1.1466,1.2860,0.8948,5.9230,1.4201,2.0518,20.01,529.46,1380,3.5798,0.5809,1.2630,4.3720,,954.83,1.4565,26.87,,,,,
13-Mar-1990,0.7585,59.7,,115.79,0.4699,1.1575,1.2891,0.8934,5.9263,1.4218,2.0548,20.03,529.96,1381,3.5817,0.5831,1.2746,4.3864,,957.76,1.4613,26.96,,,,,
14-Mar-1990,0.7636,60.1,,116.22,0.4753,1.1614,1.2989,0.8968,5.9645,1.4318,2.0711,20.17,533.45,1391,3.6058,0.5890,1.2806,4.4186,,965.19,1.4718,27.15,,,,,
15-Mar-1990,0.7588,59.7,,115.70,0.4718,1.1560,1.2890,0.8911,5.9277,1.4221,2.0613,20.09,529.79,1382,3.5831,0.5842,1.2781,4.3857,,957.99,1.4613,26.96,,,,,
16-Mar-1990,0.7551,59.3,,115.08,0.4654,1.1450,1.2844,0.8922,5.8986,1.4143,2.0493,20.00,526.46,1374,3.5657,0.5818,1.2847,4.3328,,947.08,1.4446,26.66,,,,,
19-Mar-1990,0.7519,59.2,,115.45,0.4672,1.1327,1.2836,0.8909,5.8733,1.4076,2.0440,19.92,523.55,1368,3.5505,0.5766,1.2902,4.2892,,937.06,1.4291,26.39,,,,,
20-Mar-1990,0.7572,59.6,,116.22,0.4687,1.1430,1.2961,0.8934,5.9168,1.4183,2.0600,20.01,527.77,1379,3.5756,0.5796,1.2831,4.3229,,945.36,1.4406,26.59,,,,,
21-Mar-1990,0.7537,59.5,,115.99,0.4717,1.1475,1.2957,0.8883,5.8890,1.4153,2.0560,19.90,525.63,1374,3.5590,0.5770,1.2898,4.3455,,948.91,1.4486,26.75,,,,,
22-Mar-1990,0.7521,59.5,,116.35,0.4714,1.1434,1.2923,0.8880,5.8764,1.4179,2.0535,19.87,524.82,1371,3.5515,0.5796,1.2942,4.3392,,947.08,1.4461,26.65,,,,,
23-Mar-1990,0.7502,59.3,,116.26,0.4689,1.1347,1.2932,0.8840,5.8617,1.4129,2.0480,19.81,523.79,1367,3.5425,0.5796,1.3032,4.3099,,941.88,1.4380,26.53,,,,,
26-Mar-1990,0.7460,59.2,,116.52,0.4663,1.1353,1.2851,0.8780,5.8292,1.4058,2.0362,19.69,521.83,1360,3.5227,0.5751,1.3081,4.3160,,942.94,1.4420,26.57,,,,,
27-Mar-1990,0.7466,59.2,,117.20,0.4607,1.1350,1.2839,0.8782,5.8345,1.4058,2.0349,19.72,523.37,1361,3.5255,0.5763,1.2964,4.2967,,938.48,1.4360,26.41,,,,,
28-Mar-1990,0.7469,59.5,,118.44,0.4608,1.1338,1.2936,0.8790,5.8367,1.4078,2.0383,19.73,523.05,1362,3.5269,0.5775,1.2992,4.3059,,940.72,1.4414,26.48,,,,,
29-Mar-1990,0.7479,59.3,,117.16,0.4589,1.1303,1.2962,0.8799,5.8452,1.4109,2.0403,19.76,523.75,1364,3.5317,0.5787,1.3046,4.2922,,937.49,1.4363,26.41,,,,,
30-Mar-1990,0.7542,59.8,,118.79,0.4584,1.1283,1.3017,0.8839,5.8922,1.4217,2.0575,19.93,528.62,1374,3.5614,0.5809,1.3084,4.3020,,941.81,1.4390,26.43,,,,,
02-Apr-1990,0.7569,60.3,,121.03,0.4665,1.1370,1.3047,0.8856,5.9087,1.4284,2.0682,20.00,531.42,1381,3.5742,0.5818,1.3084,4.3268,,947.26,1.4483,26.58,,,,,
03-Apr-1990,0.7614,60.5,,121.02,0.4651,1.1429,1.3136,0.8893,5.9423,1.4347,2.0813,20.12,535.87,1389,3.5954,0.5882,1.3084,4.3522,,951.94,1.4583,26.80,,,,,
04-Apr-1990,0.7649,60.8,,121.43,0.4674,1.1485,1.3211,0.8939,5.9679,1.4398,2.0904,20.21,539.71,1396,3.6119,0.5899,1.3133,4.3607,,953.45,1.4619,26.84,,,,,
05-Apr-1990,0.7649,60.7,,120.78,0.4648,1.1504,1.3222,0.8936,5.9672,1.4361,2.0865,20.19,539.71,1396,3.6119,0.5893,1.3050,4.3691,,956.13,1.4642,26.86,,,,,
06-Apr-1990,0.7664,60.7,,120.65,0.4660,1.1469,1.3266,0.8950,5.9792,1.4368,2.0917,20.14,541.23,1398,3.6190,0.5899,1.3132,4.3620,,954.55,1.4603,26.87,,,,,
09-Apr-1990,0.7665,60.6,,119.84,0.4673,1.1465,1.3238,0.8924,5.9795,1.4373,2.0910,20.14,541.61,1398,3.6195,0.5897,1.3102,4.3560,,952.38,1.4586,26.80,,,,,
10-Apr-1990,0.7648,60.7,,120.97,0.4677,1.1445,1.3211,0.8894,5.9647,1.4376,2.0887,20.11,540.64,1397,3.6115,0.5871,1.3085,4.3475,,950.46,1.4579,26.75,,,,,
11-Apr-1990,0.7636,60.4,,120.90,0.4651,1.1324,1.3172,0.8861,5.9555,1.4343,2.0839,20.15,539.87,1394,3.6058,0.5874,1.3160,4.2891,,938.08,1.4377,26.38,,,,,
12-Apr-1990,0.7665,60.7,,121.20,0.4664,1.1379,1.3206,0.8921,5.9768,1.4395,2.0922,20.22,541.30,1400,3.6195,0.5877,1.3193,4.3162,,945.29,1.4452,26.57,,,,,
17-Apr-1990,0.7650,60.8,,122.29,0.4695,1.1433,1.3215,0.8940,5.9649,1.4361,2.0923,20.19,540.78,1398,3.6124,0.5873,1.3200,4.3196,,944.20,1.4485,26.60,,,,,
18-Apr-1990,0.7660,60.9,,122.46,0.4679,1.1429,1.3218,0.8935,5.9708,1.4395,2.0900,20.20,541.64,1399,3.6171,0.5891,1.3096,4.3214,,944.86,1.4480,26.61,,,,,
19-Apr-1990,0.7716,61.0,,121.92,0.4705,1.1430,1.3269,0.8964,6.0128,1.4484,2.1012,20.35,545.52,1409,3.6436,0.5929,1.3091,4.3406,,948.49,1.4461,26.74,,,,,
20-Apr-1990,0.7725,61.1,,121.63,0.4698,1.1464,1.3253,0.8986,6.0199,1.4494,2.1027,20.38,545.15,1411,3.6478,0.5905,1.3180,4.3588,,952.69,1.4594,26.86,,,,,
23-Apr-1990,0.7695,60.9,,121.14,0.4699,1.1463,1.3222,0.8939,5.9968,1.4442,2.0913,20.31,542.57,1406,3.6337,0.5899,1.3139,4.3758,,956.37,1.4661,26.96,,,,,
24-Apr-1990,0.7667,60.8,,121.22,0.4695,1.1439,1.3142,0.8910,5.9734,1.4399,2.0843, --,540.60,1401,3.6204,0.5901,1.3193,4.3729,,955.69,1.4659,26.94,,,,,
25-Apr-1990,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr-1990,0.7614,60.4,,120.95,0.4653,1.1120,1.3136,0.8847,5.9309,1.4280,2.0678,20.09,537.70,1391,3.5954,0.5867,1.3222,4.2855,,936.52,1.4384,26.38,,,,,
27-Apr-1990,0.7534,59.8,,119.90,0.4609,1.1003,1.3080,0.8772,5.8688,1.4135,2.0466,19.90,532.35,1376,3.5576,0.5775,1.3181,4.2405,,926.87,1.4228,26.09,,,,,
30-Apr-1990,0.7509,59.6,,119.58,0.4614,1.0956,1.3052,0.8742,5.8518,1.4094,2.0406,19.83,530.89,1373,3.5458,0.5767,1.3195,4.2336,,923.72,1.4192,26.02,,,,,
01-May-1990,0.7466,59.3,,118.67,0.4562,1.0867,1.3086,0.8696,5.8179,1.3995,2.0274,19.75,527.40,1366,3.5255,0.5732,1.3262,4.2119,,919.25,1.4122,25.91,,,,,
02-May-1990,0.7517,59.6,,119.12,0.4579,1.0965,1.3156,0.8778,5.8561,1.4079,2.0412,19.84,531.00,1376,3.5496,0.5772,1.3266,4.2437,,926.85,1.4230,26.12,,,,,
03-May-1990,0.7563,59.9,,119.51,0.4619,1.1016,1.3206,0.8829,5.8926,1.4175,2.0492,19.97,533.80,1384,3.5713,0.5808,1.3167,4.2750,,933.65,1.4332,26.29,,,,,
04-May-1990,0.7547,59.8,,119.83,0.4592,1.0991,1.3171,0.8802,5.8806,1.4162,2.0469,19.92,532.44,1382,3.5638,0.5787,1.3037,4.2550,,929.41,1.4260,26.17,,,,,
07-May-1990,0.7548,59.6,,119.12,0.4538,1.0860,1.3159,0.8773,5.8822,1.4141,2.0429,19.96,532.74,1382,3.5642,0.5789,1.2977,4.2137,,920.29,1.4103,25.86,,,,,
08-May-1990,0.7562,59.7,,119.52,0.4534,1.0825,1.3147,0.8797,5.8932,1.4152,2.0455,19.98,534.86,1384,3.5709,0.5755,1.3073,4.2022,,917.27,1.4064,25.82,,,,,
09-May-1990,0.7589,59.7,,119.15,0.4525,1.0765,1.3187,0.8838,5.9139,1.4180,2.0509,20.03,537.23,1389,3.5836,0.5771,1.2978,4.1906,,916.18,1.4037,25.88,,,,,
10-May-1990,0.7586,59.6,,118.83,0.4527,1.0632,1.3186,0.8841,5.9103,1.4126,2.0444,20.06,536.71,1388,3.5822,0.5745,1.2990,4.1750,,911.84,1.3951,25.66,,,,,
11-May-1990,0.7617,59.6,,117.26,0.4539,1.0637,1.3260,0.8944,5.9344,1.4161,2.0509,20.14,538.98,1393,3.5968,0.5772,1.2883,4.2061,,917.85,1.4004,25.83,,,,,
14-May-1990,0.7618,59.6,,117.05,0.4541,1.0702,1.3328,0.8950,5.9348,1.4115,2.0534,20.14,539.13,1393,3.5973,0.5739,1.2846,4.2310,,923.49,1.4093,25.99,,,,,
15-May-1990,0.7684,59.9,,116.30,0.4573,1.0718,1.3387,0.9080,5.9858,1.4208,2.0675,20.90,544.10,1405,3.6285,0.5795,1.2753,4.2577,,929.07,1.4208,26.17,,,,,
16-May-1990,0.7638,59.7,,116.21,0.4587,1.0739,1.3323,0.9000,5.9495,1.4136,2.0596,20.97,541.15,1397,3.6067,0.5748,1.2728,4.2559,,927.41,1.4184,26.14,,,,,
17-May-1990,0.7630,59.6,,116.05,0.4535,1.0655,1.3288,0.8953,5.9411,1.4127,2.0580,20.91,540.89,1396,3.6030,0.5758,1.2727,4.2102,,918.31,1.4041,25.84,,,,,
18-May-1990,0.7619,59.6,,116.52,0.4501,1.0701,1.3299,0.8950,5.9329,1.4126,2.0583,20.87,540.34,1395,3.5978,0.5732,1.2718,4.2327,,922.95,1.4114,25.97,,,,,
21-May-1990,0.7637,59.8,,117.13,0.4515,1.0803,1.3310,0.9000,5.9462,1.4159,2.0643,21.00,542.23,1399,3.6063,0.5766,1.2764,4.2576,,929.42,1.4205,26.11,,,,,
22-May-1990,0.7652,59.9,,116.58,0.4521,1.0923,1.3347,0.8998,5.9544,1.4187,2.0699,21.04,544.59,1403,3.6134,0.5792,1.2693,4.2966,,937.26,1.4334,26.34,,,,,
23-May-1990,0.7676,60.0,,116.21,0.4520,1.0854,1.3359,0.9104,5.9719,1.4224,2.0739,21.11,546.53,1407,3.6247,0.5819,1.2655,4.3097,,940.08,1.4400,26.37,,,,,
24-May-1990,0.7648,59.8,,115.91,0.4511,1.0843,1.3324,0.9051,5.9523,1.4141,2.0640,21.03,544.16,1402,3.6115,0.5779,1.2498,4.3005,,938.13,1.4371,26.35,,,,,
25-May-1990,0.7647,59.7,,114.86,0.4524,1.0912,1.3325,0.9064,5.9518,1.4128,2.0628,21.03,544.31,1403,3.6110,0.5794,1.2535,4.3255,,944.70,1.4445,26.48,,,,,
28-May-1990,0.7690,60.0,,115.07,0.4539,1.0916,1.3369,0.9092,5.9851,1.4209,2.0738,21.15,547.45,1410,3.6313,0.5824,1.2463,4.3452,,947.70,1.4523,26.59,,,,,
29-May-1990,0.7668,59.8,,115.29,0.4528,1.0839,1.3335,0.9051,5.9674,1.4170,2.0696,21.09,545.96,1406,3.6209,,1.2461,4.3236,,942.90,1.4447,26.40,,,,,
30-May-1990,0.7721,60.3,,116.45,0.4534,1.0879,1.3421,0.9115,6.0079,1.4261,2.0858,21.20,550.12,1418,3.6459,0.5846,1.2596,4.3469,,946.98,1.4519,26.59,,,,,
31-May-1990,0.7691,60.2,,116.63,0.4545,1.0925,1.3327,0.9032,5.9842,1.4232,2.0785,21.11,547.83,1412,3.6318,0.5817,1.2712,4.3639,,951.67,1.4572,26.63,,,,,
01-Jun-1990,0.7686,60.3,,116.98,0.4579,1.0974,1.3344,0.9024,5.9820,1.4237,2.0787,21.10,547.47,1413,3.6294,0.5858,1.2753,4.3995,,959.40,1.4680,26.82,,,,,
04-Jun-1990,0.7689,60.4,,117.28,0.4592,1.1078,1.3330,0.9045,5.9855,1.4244,2.0841,21.11,547.07,1414,3.6308,0.5867,1.2636,4.4127,,962.01,1.4728,26.91,,,,,
05-Jun-1990,0.7679,60.3,,117.03,0.4572,1.1016,1.3292,0.9021,5.9775,1.4215,2.0799,21.08,547.59,1411,3.6261,0.5873,1.2680,4.3694,,952.96,1.4590,26.69,,,,,
06-Jun-1990,0.7709,60.4,,117.46,0.4575,1.1011,1.3298,0.9050,5.9991,1.4242,2.0872,21.13,549.73,1417,3.6403,0.5886,1.2591,4.3810,,955.26,1.4624,26.74,,,,,
07-Jun-1990,0.7730,60.6,,117.88,0.4581,1.1096,1.3318,0.9049,6.0147,1.4283,2.0908,21.19,551.69,1422,3.6502,0.5885,1.2628,4.3990,,959.49,1.4691,26.86,,,,,
08-Jun-1990,0.7726,60.7,,117.95,0.4581,1.1139,1.3313,0.9076,6.0112,1.4279,2.0916, --,551.87,1421,3.6483,0.5892,1.2506,4.4085,,961.96,1.4722,26.90,,,,,
11-Jun-1990,Closed,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jun-1990,0.7741,60.9,,119.50,0.4568,1.1135,1.3369,0.9062,6.0256,1.4309,2.0966,21.23,554.18,1425,3.6554,0.5913,1.2751,4.4011,,960.46,1.4723,26.85,,,,,
13-Jun-1990,0.7747,61.0,,119.72,0.4551,1.1115,1.3323,0.9079,6.0293,1.4313,2.1000,21.27,554.84,1426,3.6582,0.5913,1.2792,4.4185,,963.92,1.4784,26.99,,,,,
14-Jun-1990,0.7745,60.8,,119.04,0.4525,1.1025,1.3317,0.9078,6.0285,1.4310,2.0990,21.25,554.62,1425,3.6573,0.5910,1.2824,4.3891,,956.70,1.4682,26.82,,,,,
15-Jun-1990,0.7753,61.0,,119.84,0.4538,1.1130,1.3331,0.9076,6.0384,1.4331,2.1026,21.27,554.96,1427,3.6610,0.5895,1.3076,4.4157,,963.31,1.4775,27.03,,,,,
18-Jun-1990,0.7768,61.0,,119.59,0.4544,1.1107,1.3347,0.9103,6.0472,1.4356,2.1063,21.32,556.34,1430,3.6681,0.5923,1.2820,4.4087,,961.68,1.4751,26.93,,,,,
19-Jun-1990,0.7811,61.3,,120.06,0.4565,1.1050,1.3391,0.9169,6.0840,1.4400,2.1164,21.42,559.81,1437,3.6884,0.5947,1.2915,4.4038,,960.46,1.4735,26.90,,,,,
20-Jun-1990,0.7836,61.5,,120.64,0.4553,1.1101,1.3425,0.9188,6.1036,1.4430,2.1236,21.48,561.45,1442,3.7002,0.5948,1.2921,4.4230,,964.13,1.4805,27.01,,,,,
21-Jun-1990,0.7865,61.7,,121.59,0.4558,1.1105,1.3467,0.9234,6.1250,1.4487,2.1326,21.56,563.21,1449,3.7139,0.5970,1.2933,4.4335,,967.08,1.4840,27.09,,,,,
22-Jun-1990,0.7845,61.6,,121.45,0.4567,1.1102,1.3385,0.9223,6.1101,1.4445,2.1259,21.48,561.86,1446,3.7045,0.5962,1.2741,4.4207,,965.09,1.4814,27.02,,,,,
25-Jun-1990,0.7843,61.7,,121.97,0.4545,1.1074,1.3397,0.9291,6.1058,1.4455,2.1269,21.44,562.19,1446,3.7035,0.5959,1.2854,4.4166,,963.94,1.4798,26.99,,,,,
26-Jun-1990,0.7849,61.7,,121.82,0.4537,1.1097,1.3387,0.9218,6.1104,1.4474,2.1285,21.47,562.62,1447,3.7064,0.5964,1.2906,4.4292,,966.37,1.4846,27.06,,,,,
27-Jun-1990,0.7883,61.7,,121.58,0.4524,1.1026,1.3395,0.9235,6.1379,1.4535,2.1359,21.54,564.90,1454,3.7224,0.5984,1.2958,4.3956,,958.61,1.4740,26.86,,,,,
28-Jun-1990,0.7874,61.7,,121.56,0.4525,1.1091,1.3400,0.9224,6.1321,1.4491,2.1342,21.41,564.17,1452,3.7182,0.5948,1.2823,4.4016,,960.93,1.4744,26.90,,,,,
29-Jun-1990,0.7890,61.6,,120.41,0.4536,1.1174,1.3439,0.9216,6.1462,1.4515,2.1386,21.45,565.08,1456,3.7257,0.5967,1.2794,4.4251,,967.02,1.4841,27.11,,,,,
02-Jul-1990,0.7947,61.6,,120.36,0.4536,1.1162,1.3461,0.9253,6.1895,1.4587,2.1536,21.62,569.01,1465,3.7527,0.6003,1.2822,4.4142,,963.18,1.4785,27.00,,,,,
03-Jul-1990,0.7969,61.8,,120.83,0.4501,1.1177,1.3486,0.9269,6.2055,1.4611,2.1572,21.64,570.18,1469,3.7630,0.5982,1.2947,4.4324,,969.33,1.4876,27.13,,,,,
04-Jul-1990,0.8017,61.9,,120.46,0.4502,1.1164,1.3554,0.9315,6.2428,1.4681,2.1680,21.77,573.94,1478,3.7857,0.6019,1.2987,4.4306,,968.69,1.4860,27.13,,,,,
05-Jul-1990,0.7995,62.1,,120.69,0.4489,1.1187,1.3553,0.9295,6.2217,1.4640,2.1641,21.71,572.36,1473,3.7753,,1.3021,4.4344,,968.59,1.4879,27.19,,,,,
06-Jul-1990,0.7978,62.0,,120.35,0.4466,1.1181,1.3511,0.9290,6.2070,1.4594,2.1590,21.64,571.22,1472,3.7673,0.5965,1.2954,4.4238,,966.44,1.4847,27.09,,,,,
09-Jul-1990,0.7990,61.9,,120.47,0.4430,1.1158,1.3519,0.9278,6.2128,1.4583,2.1617,21.71,572.72,1475,3.7730,0.5984,1.2937,4.4269,,967.19,1.4857,27.16,,,,,
10-Jul-1990,0.8085,61.9,,121.23,0.4425,1.1196,1.3632,0.9351,6.2839,1.4711,2.1842,21.94,580.10,1492,3.8178,0.6036,1.2912,4.4520,,971.41,1.4949,27.29,,,,,
11-Jul-1990,0.8081,62.4,,119.64,0.4449,1.1233,1.3570,0.9346,6.2785,1.4643,2.1823,21.93,579.73,1490,3.8159,0.6014,1.2862,4.4506,,972.06,1.4954,27.30,,,,,
12-Jul-1990,0.7956,62.1,,118.32,0.4420,1.1190,1.3446,0.9235,6.1834,1.4468,2.1509,21.58,570.37,1468,3.7569,0.5922,1.3017,4.4235,,965.86,1.4863,27.21,,,,,
13-Jul-1990,0.7935,61.4,,116.99,0.4384,1.1048,1.3401,0.9183,6.1667,1.4386,2.1438,21.52,568.15,1464,3.7470,0.5939,1.3073,4.3750,,954.58,1.4686,26.84,,,,,
16-Jul-1990,0.7822,61.0,,116.04,0.4380,1.1019,1.3278,0.9081,6.0763,1.4209,2.1162,21.21,560.06,1445,3.6936,0.5816,1.3069,4.3529,,949.59,1.4630,26.73,,,,,
17-Jul-1990,0.7892,60.4,,116.98,0.4389,1.1207,1.3320,0.9142,6.1317,1.4348,2.1338,21.40,565.07,1458,3.7267,0.5891,1.2958,4.3840,,956.91,1.4738,26.92,,,,,
18-Jul-1990,0.7902,60.9,,116.27,0.4328,1.1100,1.3335,0.9111,6.1399,1.4348,2.1376,21.47,565.70,1459,3.7314,0.5887,1.3048,4.3564,,950.91,1.4635,26.74,,,,,
19-Jul-1990,0.7894,60.7,,116.52,0.4333,1.1158,1.3312,0.9107,6.1326,1.4337,2.1359,21.54,564.89,1459,3.7276,0.5860,1.3012,4.3571,,950.63,1.4642,26.80,,,,,
20-Jul-1990,0.7869,60.7,,116.59,0.4318,1.1032,1.3269,0.9082,6.1111,1.4276,2.1284,21.41,562.95,1454,3.7158,0.5850,1.2931,4.3228,,942.86,1.4510,26.54,,,,,
23-Jul-1990,0.7862,60.5,,116.70,0.4320,1.0979,1.3207,0.9081,6.1056,1.4262,2.1261,21.39,562.60,1454,3.7125,0.5847,1.2872,4.3107,,940.79,1.4473,26.48,,,,,
24-Jul-1990,0.7848,60.5,,116.64,0.4305,1.0869,1.3241,0.9076,6.0948,1.4210,2.1237,21.39,561.60,1450,3.7059,0.5828,1.2937,4.2776,,933.13,1.4370,26.28,,,,,
25-Jul-1990,0.7840,60.3,,116.89,0.4337,1.0822,1.3261,0.9065,6.0862,1.4273,2.1235,21.33,561.03,1450,3.7021,0.5802,1.2859,4.2689,,931.69,1.4342,26.21,,,,,
26-Jul-1990,0.7837,60.4,,117.62,0.4333,1.0815,1.3285,0.9040,6.0823,1.4283,2.1219,21.30,560.66,1450,3.7007,0.5807,1.2799,4.2657,,931.53,1.4343,26.20,,,,,
27-Jul-1990,0.7830,60.4,,117.94,0.4318,1.0768,1.3307,0.9033,6.0780,1.4247,2.1207,21.29,560.16,1449,3.6974,0.5811,1.2836,4.2591,,930.70,1.4333,26.17,,,,,
30-Jul-1990,0.7918,60.8,,117.76,0.4300,1.0796,1.3386,0.9122,6.1483,1.4393,2.1406,21.52,566.37,1465,3.7390,0.5871,1.2914,4.2769,,933.93,1.4389,26.26,,,,,
31-Jul-1990,0.7901,60.4,,116.56,0.4275,1.0753,1.3355,0.9111,6.1343,1.4311,2.1337,21.48,565.00,1461,3.7309,0.5821,1.2733,4.2535,,929.04,1.4313,26.08,,,,,
01-Aug-1990,0.7948,60.6,,116.42,0.4278,1.0743,1.3388,0.9149,6.1720,1.4352,2.1436,21.61,567.57,1470,3.7531,0.5820,1.2641,4.2407,,925.94,1.4255,25.99,,,,,
02-Aug-1990,0.7831,59.9,,116.08,0.4230,1.0658,1.3228,0.9031,6.0826,1.4166,2.1138,21.33,558.74,1450,3.6979,0.5721,1.2552,4.1888,,913.88,1.4076,25.74,,,,,
03-Aug-1990,0.7854,60.2,,117.38,0.4244,1.0668,1.3251,0.9047,6.0990,1.4208,2.1210,21.44,560.30,1455,3.7087,0.5810,1.2412,4.2015,,917.54,1.4121,25.88,,,,,
06-Aug-1990,0.7874,60.3,,117.95,0.4213,1.0539,1.3196,0.9067,6.1173,1.4219,2.1257,21.54,561.73,1460,3.7182,0.5777,1.2115,4.1776,,912.60,1.4046,25.63,,,,,
07-Aug-1990,0.7912,60.6,,119.24,0.4219,1.0487,1.3176,0.9095,6.1512,1.4273,2.1356,21.68,565.79,1466,3.7361,0.5778,1.1947,4.1775,,911.62,1.4032,25.63,,,,,
08-Aug-1990,0.7927,60.7,,118.94,0.4234,1.0587,1.3214,0.9121,6.1630,1.4330,2.1419,21.70,567.18,1470,3.7432,0.5786,1.1894,4.2211,,921.12,1.4183,25.88,,,,,
09-Aug-1990,0.8000,61.2,,119.72,0.4269,1.0684,1.3256,0.9182,6.2196,1.4448,2.1620,21.90,572.00,1483,3.7777,0.5869,1.1784,4.2664,,932.80,1.4337,26.17,,,,,
10-Aug-1990,0.7986,61.2,,119.59,0.4271,1.0733,1.3255,0.9161,6.2042,1.4403,2.1575,21.86,571.32,1481,3.7711,0.5854,1.1599,4.2737,,932.96,1.4361,26.21,,,,,
13-Aug-1990,0.8005,61.2,,120.52,0.4262,1.0619,1.3186,0.9182,6.2231,1.4417,2.1589,21.89,573.40,1484,3.7800,0.5880,1.1706,4.2378,,925.68,1.4225,26.00,,,,,
14-Aug-1990,0.8043,61.4,,120.56,0.4264,1.0573,1.3071,0.9209,6.2494,1.4495,2.1688,21.93,576.76,1493,3.7980,0.5872,1.1813,4.2515,,929.37,1.4268,26.04,,,,,
15-Aug-1990,0.8053,61.1,,119.02,0.4238,1.0493,1.3056,0.9211,6.2596,1.4479,2.1695,21.95,577.48,1495,3.8027,0.5877,1.1817,4.2266,,923.68,1.4165,25.89,,,,,
16-Aug-1990,0.8063,61.2,,119.29,0.4247,1.0522,1.3053,0.9220,6.2670,1.4488,2.1736,21.98,578.04,1496,3.8074,0.5839,1.1719,4.2375,,925.79,1.4211,26.01,,,,,
17-Aug-1990,0.8071,61.1,,119.09,0.4216,1.0395,1.3010,0.9259,6.2736,1.4458,2.1731,22.00,579.26,1498,3.8112,0.5855,1.1897,4.2066,,922.11,1.4100,25.81,,,,,
20-Aug-1990,0.8070,61.1,,119.09,0.4209,1.0436,1.2983,0.9237,6.2726,1.4436,2.1741,21.99,579.02,1498,3.8107,0.5832,1.1827,4.2347,,928.05,1.4194,25.86,,,,,
