DATE,FXRUSD,FXRTWI,FXRCR,FXRJY,FXREUR,FXRSKW,FXRUKPS,FXRSD,FXRIRE,FXRTB,FXRNZD,FXRNTD,FXRMR,FXRIR,FXRVD,FXRUAED,FXRPNGK,FXRHKD,FXRCD,FXRSARD,FXRSARY,FXRSF,FXRSK,FXRPHP,FXRSDR
31-May-2011,1.0709,77.8,6.9399,87.15,0.7447,1155.61,0.6479,1.3196,48.22,32.46,1.2993,30.75,3.2272,9141,22002,3.9329,2.5528,8.3301,1.0407,7.3951,4.0161,0.9140,6.6191,,0.6723
01-Jun-2011,1.0748,78.0,6.9630,87.39,0.7444,1154.87,0.6529,1.3218,48.26,32.56,1.3069,30.73,3.2298,9178,22133,3.9472,2.5560,8.3611,1.0401,7.3086,4.0307,0.9166,6.6141,,0.6714
02-Jun-2011,1.0621,77.3,6.8857,85.99,0.7394,1148.08,0.6498,1.3142,47.74,32.19,1.3080,30.43,3.2113,9066,21858,3.9006,2.5258,8.2652,1.0404,7.2435,3.9830,0.8945,6.6496,,0.6639
03-Jun-2011,1.0666,77.4,6.9118,86.05,0.7369,1152.14,0.6528,1.3149,47.82,32.35,1.3089,30.57,3.2158,9103,21924,3.9171,2.5305,8.2960,1.0437,7.1686,3.9999,0.9004,6.6196,,0.6650
06-Jun-2011,1.0741,77.7,6.9594,86.27,0.7334,1158.26,0.6540,1.3211,48.07,32.53,1.3168,30.79,3.2223,9137,22105,3.9446,2.5483,8.3541,1.0530,7.1957,4.0281,0.8959,6.5993,,0.6696
07-Jun-2011,1.0681,77.4,6.9210,85.78,0.7310,1156.00,0.6531,1.3153,47.79,32.35,1.3057,30.64,3.2185,9098,21971,3.9226,2.5251,8.3086,1.0459,7.2394,4.0056,0.8918,6.5856,,0.6630
08-Jun-2011,1.0671,77.2,6.9115,85.41,0.7273,1152.52,0.6498,1.3118,47.58,32.34,1.3045,30.62,3.2120,9086,21961,3.9189,2.5138,8.3026,1.0431,7.1725,4.0018,0.8925,6.5556,,0.6613
09-Jun-2011,1.0581,76.6,6.8550,84.73,0.7239,1145.92,0.6448,1.3028,47.30,32.21,1.2940,30.40,3.1933,9021,21776,3.8859,2.4867,8.2341,1.0379,7.1183,3.9680,0.8854,6.5352,,0.6564
10-Jun-2011,1.0598,76.8,6.8661,84.92,0.7311,1147.66,0.6494,1.3047,47.37,32.23,1.2848,30.50,3.1990,9029,21800,3.8921,2.4849,8.2478,1.0331,7.1552,3.9744,0.8927,6.6283,,0.6580
14-Jun-2011,1.0636,77.2,6.8894,85.41,0.7369,1151.45,0.6481,1.3114,47.61,32.41,1.3014,30.61,3.2238,9081,21878,3.9061,2.4850,8.2776,1.0364,7.1945,3.9886,0.8915,6.7098,,0.6652
15-Jun-2011,1.0707,77.7,6.9372,86.18,0.7427,1159.51,0.6541,1.3186,47.84,32.61,1.3131,30.87,3.2442,9146,22040,3.9321,2.4900,8.3343,1.0374,7.2379,4.0152,0.9078,6.7912,,0.6677
16-Jun-2011,1.0527,76.9,6.8265,85.03,0.7457,1147.18,0.6515,1.3070,47.26,32.24,1.3119,30.49,3.2107,9037,21691,3.8660,2.4368,8.2056,1.0316,7.2000,3.9478,0.8984,6.8692,,0.6599
17-Jun-2011,1.0522,76.8,6.8056,84.83,0.7440,1142.53,0.6530,1.3049,47.30,32.21,1.3097,30.44,3.2097,9049,21644,3.8642,2.4356,8.2069,1.0356,7.2128,3.9460,0.8943,6.8327,,0.6634
20-Jun-2011,1.0543,76.8,6.8266,84.58,0.7409,1144.55,0.6540,1.3044,47.42,32.23,1.3064,30.51,3.2051,9051,21824,3.8719,2.4405,8.2161,1.0358,7.1535,3.9538,0.8959,6.8011,,0.6612
21-Jun-2011,1.0562,76.8,6.8325,84.71,0.7363,1139.32,0.6509,1.3050,47.45,32.29,1.3027,30.59,3.2024,9086,21811,3.8789,2.4449,8.2289,1.0333,7.1536,3.9610,0.8908,6.7571,,0.6634
22-Jun-2011,1.0593,76.9,6.8472,85.03,0.7361,1137.58,0.6523,1.3055,47.47,32.27,1.3031,30.60,3.2054,9108,21843,3.8903,2.4521,8.2510,1.0306,7.1312,3.9725,0.8916,6.7335,,0.6628
23-Jun-2011,1.0550,76.7,6.8251,84.80,0.7379,1135.76,0.6581,1.3029,47.39,32.19,1.2923,30.47,3.2014,9076,21754,3.8745,2.4421,8.2177,1.0271,7.1642,3.9565,0.8882,6.7330,,0.6603
24-Jun-2011,1.0540,76.7,6.8235,84.85,0.7396,1136.95,0.6583,1.3022,47.37,32.32,1.2960,30.45,3.2021,9067,21697,3.8708,2.4398,8.2090,1.0317,7.2067,3.9527,0.8840,6.7923,,0.6633
27-Jun-2011,1.0425,76.2,6.7529,84.14,0.7376,1131.79,0.6542,1.2956,47.01,32.18,1.2986,30.17,3.1901,8989,21491,3.8286,2.4132,8.1197,1.0326,7.1974,3.9096,0.8723,6.8000,,0.6558
28-Jun-2011,1.0445,76.2,6.7581,84.37,0.7320,1131.82,0.6550,1.2984,47.03,32.36,1.2993,30.23,3.1870,9007,21517,3.8359,2.4122,8.1333,1.0313,7.1877,3.9172,0.8726,6.7416,,0.6575
29-Jun-2011,1.0564,76.9,6.8296,85.63,0.7350,1137.69,0.6603,1.3084,47.47,32.53,1.2987,30.53,3.2099,9103,21746,3.8796,2.4397,8.2213,1.0355,7.2282,3.9617,0.8776,6.8111,,0.6643
30-Jun-2011,1.0739,77.8,6.9410,86.33,0.7405,1146.87,0.6667,1.3204,48.04,33.00,1.2953,30.84,3.2421,9230,22112,3.9439,2.4801,8.3581,1.0389,7.2864,4.0273,0.8927,6.7834,,0.6724
01-Jul-2011,1.0715,77.6,6.9280,86.48,0.7383,1143.02,0.6669,1.3140,47.79,32.94,1.2960,30.75,3.2247,9159,22062,3.9351,2.4632,8.3392,1.0311,7.2487,4.0184,0.9033,6.7478,,0.6695
04-Jul-2011,1.0727,77.6,6.9338,86.61,0.7385,1140.87,0.6671,1.3143,47.70,32.67,1.2944,30.77,3.2197,9145,22098,3.9395,2.4547,8.3474,1.0290,7.2230,4.0229,0.9095,6.7064,,0.6702
05-Jul-2011,1.0675,77.4,6.9060,86.50,0.7376,1138.33,0.6658,1.3108,47.49,32.56,1.2880,30.72,3.2132,9119,21991,3.9204,2.4428,8.3071,1.0267,7.1950,4.0034,0.9062,6.6947,,0.6670
06-Jul-2011,1.0730,77.7,6.9379,86.83,0.7421,1141.19,0.6681,1.3153,47.64,32.67,1.2940,30.87,3.2233,9156,22104,3.9406,2.4554,8.3498,1.0324,7.2272,4.0240,0.9022,6.7215,,0.6704
07-Jul-2011,1.0731,77.9,6.9406,86.89,0.7497,1141.72,0.6725,1.3164,47.67,32.56,1.2985,30.93,3.2300,9164,22106,3.9410,2.4556,8.3528,1.0372,7.2382,4.0243,0.9016,6.8238,,0.6735
08-Jul-2011,1.0773,78.1,6.9657,87.56,0.7513,1138.87,0.6753,1.3140,47.79,32.58,1.2941,30.98,3.2254,9180,22176,3.9564,2.4652,8.3851,1.0332,7.1994,4.0401,0.9109,6.8152,,0.6770
11-Jul-2011,1.0719,77.7,6.9306,86.57,0.7549,1133.96,0.6698,1.3091,47.55,32.45,1.2845,30.88,3.2189,9140,22081,3.9366,2.4529,8.3426,1.0341,7.2146,4.0199,0.8989,6.8813,,0.6743
12-Jul-2011,1.0606,77.2,6.8635,85.00,0.7597,1130.71,0.6687,1.3029,47.40,32.26,1.2940,30.67,3.2120,9070,21827,3.8951,2.4270,8.2645,1.0304,7.2846,3.9775,0.8899,7.0058,,0.6697
13-Jul-2011,1.0643,77.2,6.8854,84.69,0.7598,1128.42,0.6682,1.3021,47.45,32.22,1.2930,30.75,3.2168,9108,21903,3.9086,2.4355,8.2938,1.0246,7.2743,3.9913,0.8863,6.9907,,0.6751
14-Jul-2011,1.0729,77.4,6.9284,84.74,0.7558,1135.83,0.6651,1.3068,47.79,32.35,1.2738,30.95,3.2249,9157,22080,3.9402,2.4551,8.3589,1.0296,7.3161,4.0236,0.8719,6.9361,,0.6770
15-Jul-2011,1.0703,77.3,6.9160,84.72,0.7553,1132.22,0.6624,1.3026,47.63,32.23,1.2696,30.90,3.2141,9140,22027,3.9307,2.4492,8.3401,1.0277,7.3262,4.0138,0.8725,6.9706,,0.6723
18-Jul-2011,1.0603,76.7,6.8567,83.78,0.7534,1124.61,0.6580,1.2922,47.25,31.88,1.2581,30.69,3.1952,9071,21821,3.8940,2.4263,8.2644,1.0145,7.3320,3.9763,0.8617,6.9551,,0.6667
19-Jul-2011,1.0615,76.7,6.8658,83.88,0.7539,1124.77,0.6607,1.2915,47.34,31.80,1.2559,30.71,3.1972,9086,21875,3.8984,2.4291,8.2748,1.0178,7.4169,3.9807,0.8687,6.9547,,0.6698
20-Jul-2011,1.0714,77.3,6.9179,84.72,0.7574,1130.81,0.6650,1.3012,47.64,32.03,1.2552,30.94,3.2163,9151,22065,3.9347,2.4461,8.3489,1.0189,7.4299,4.0180,0.8837,6.9706,,0.6731
21-Jul-2011,1.0737,77.3,6.9267,84.64,0.7528,1132.59,0.6640,1.3014,47.72,32.09,1.2530,30.99,3.2152,9168,22118,3.9432,2.4514,8.3668,1.0150,7.3715,4.0266,0.8820,6.8733,,0.6734
22-Jul-2011,1.0849,77.8,6.9938,85.27,0.7528,1140.83,0.6651,1.3116,48.13,32.35,1.2570,31.27,3.2297,9252,22349,3.9843,2.4713,8.4527,1.0246,7.3423,4.0686,0.8868,6.8225,,0.6813
25-Jul-2011,1.0823,77.7,6.9782,84.93,0.7530,1142.85,0.6638,1.3075,48.08,32.25,1.2511,31.21,3.2215,9230,22295,3.9747,2.4598,8.4328,1.0298,7.3748,4.0589,0.8797,6.8603,,0.6745
26-Jul-2011,1.0924,78.1,7.0344,85.26,0.7535,1149.15,0.6678,1.3152,48.38,32.42,1.2562,31.44,3.2308,9304,22487,4.0118,2.4827,8.5094,1.0308,7.3377,4.0967,0.8751,6.8507,,0.6813
27-Jul-2011,1.1052,78.8,7.1173,85.94,0.7609,1160.46,0.6729,1.3266,48.51,32.82,1.2618,31.80,3.2466,9381,22756,4.0588,2.5118,8.6086,1.0423,7.3714,4.1447,0.8846,6.9018,,0.6867
28-Jul-2011,1.1055,79.0,7.1225,85.96,0.7695,1162.43,0.6768,1.3298,48.78,32.84,1.2669,31.85,3.2660,9406,22762,4.0599,2.5068,8.6145,1.0487,7.3738,4.1458,0.8856,7.0148,,0.6870
29-Jul-2011,1.0954,78.4,7.0567,84.92,0.7663,1154.33,0.6710,1.3206,48.38,32.58,1.2652,31.60,3.2482,9316,22560,4.0229,2.4839,8.5374,1.0424,7.3972,4.1080,0.8768,6.9795,,0.6840
02-Aug-2011,1.0924,78.1,7.0341,84.57,0.7666,1147.95,0.6694,1.3147,48.31,32.50,1.2450,31.52,3.2275,9245,22493,4.0118,2.4771,8.5125,1.0434,7.3532,4.0967,0.8536,6.9020,,0.6786
03-Aug-2011,1.0745,77.0,6.9189,82.92,0.7559,1138.97,0.6600,1.2989,47.64,32.02,1.2477,31.05,3.1982,9114,22124,3.9461,2.4365,8.3773,1.0326,7.2885,4.0296,0.8229,6.8658,,0.6726
04-Aug-2011,1.0657,76.7,6.8642,84.62,0.7468,1131.45,0.6517,1.2902,47.36,31.78,1.2536,30.84,3.1774,9042,21943,3.9138,2.4111,8.3102,1.0298,7.2337,3.9966,0.8301,6.7808,,0.6640
05-Aug-2011,1.0476,75.6,6.7502,82.23,0.7420,1118.21,0.6437,1.2769,46.92,31.35,1.2504,30.41,3.1496,8955,21581,3.8473,2.3701,8.1752,1.0261,7.2562,3.9287,0.8029,6.8418,,0.6564
08-Aug-2011,1.0308,74.2,6.6253,80.20,0.7189,1116.00,0.6279,1.2561,46.38,30.74,1.2466,29.91,3.1115,8798,21234,3.7856,2.3295,8.0472,1.0126,7.1876,3.8657,0.7760,6.6757,,0.6466
09-Aug-2011,1.0176,73.4,6.5500,78.73,0.7150,1107.20,0.6230,1.2385,46.01,30.46,1.2417,29.57,3.0808,8706,20963,3.7371,2.2997,7.9467,1.0123,7.4234,3.8162,0.7675,6.5856,,0.6354
10-Aug-2011,1.0345,74.3,6.6382,79.54,0.7217,1117.52,0.6355,1.2517,46.66,30.86,1.2416,29.97,3.1097,8824,21528,3.7992,2.3379,8.0733,1.0144,7.3903,3.8796,0.7542,6.6694,,0.6457
11-Aug-2011,1.0270,73.8,6.5693,78.69,0.7220,1110.75,0.6347,1.2476,46.55,30.71,1.2495,29.77,3.0897,8784,21382,3.7717,2.3209,8.0113,1.0165,7.3559,3.8515,0.7515,6.7069,,0.6391
12-Aug-2011,1.0290,74.0,6.5797,79.04,0.7247,1110.50,0.6352,1.2494,46.65,30.81,1.2505,29.81,3.0870,8793,21423,3.7790,2.3254,8.0206,1.0153,7.4232,3.8589,0.7812,6.7107,,0.6437
15-Aug-2011,1.0429,74.8,6.6644,80.22,0.7292,1125.34,0.6403,1.2585,47.35,31.15,1.2442,30.20,3.1063,8907,21705,3.8301,2.3568,8.1288,1.0296,7.4203,3.9111,0.8273,6.7326,,0.6515
16-Aug-2011,1.0467,75.0,6.6843,80.46,0.7270,1120.02,0.6402,1.2590,47.34,31.24,1.2573,30.23,3.1134,8922,21782,3.8440,2.3654,8.1556,1.0272,7.4444,3.9252,0.8182,6.7122,,0.6528
17-Aug-2011,1.0490,75.1,6.7007,80.42,0.7283,1124.06,0.6385,1.2628,47.59,31.33,1.2551,30.34,3.1244,8948,21830,3.8525,2.3706,8.1738,1.0301,7.4846,3.9340,0.8389,6.7064,,0.6528
18-Aug-2011,1.0505,75.3,6.7110,80.52,0.7289,1128.24,0.6356,1.2685,47.91,31.39,1.2611,30.42,3.1294,8965,21865,3.8580,2.3740,8.1848,1.0318,7.4717,3.9395,0.8354,6.6632,,0.6516
19-Aug-2011,1.0338,74.3,6.6115,79.11,0.7231,1124.21,0.6280,1.2545,47.29,30.89,1.2603,29.99,3.0895,8844,21513,3.7966,2.3310,8.0643,1.0249,7.4807,3.8769,0.8213,6.6869,,0.6425
22-Aug-2011,1.0393,74.7,6.6503,79.75,0.7233,1126.50,0.6305,1.2574,47.75,31.02,1.2713,30.16,3.0924,8888,21628,3.8168,2.3434,8.1053,1.0283,7.4883,3.8976,0.8175,6.6411,,0.6467
23-Aug-2011,1.0461,75.0,6.6939,80.33,0.7276,1127.64,0.6349,1.2615,47.82,31.21,1.2617,30.35,3.1080,8937,21780,3.8418,2.3587,8.1588,1.0339,7.5202,3.9231,0.8247,6.6582,,0.6494
24-Aug-2011,1.0481,75.2,6.6992,80.32,0.7277,1134.25,0.6355,1.2638,47.98,31.33,1.2661,30.39,3.1160,8954,21811,3.8491,2.3632,8.1720,1.0367,7.5582,3.9307,0.8308,6.6575,,0.6496
25-Aug-2011,1.0437,75.0,6.6712,80.40,0.7245,1134.40,0.6375,1.2632,48.17,31.28,1.2607,30.30,3.1212,8971,21721,3.8330,2.3533,8.1363,1.0311,7.5896,3.9142,0.8307,6.6060,,0.6472
26-Aug-2011,1.0488,75.4,6.7012,80.96,0.7270,1134.70,0.6427,1.2649,48.32,31.46,1.2616,30.46,3.1373,8986,21845,3.8517,2.3648,8.1768,1.0349,7.5611,3.9334,0.8315,6.6121,,0.6517
29-Aug-2011,1.0623,76.0,6.7793,81.44,0.7307,1140.91,0.6481,1.2820,48.69,31.85,1.2572,30.81,3.1582,9102,22130,3.9013,2.3953,8.2805,1.0394,7.5676,3.9839,0.8586,6.6601,,0.6602
30-Aug-2011,1.0675,76.4,6.8095,81.99,0.7347,1143.93,0.6502,1.2863,49.08,32.03,1.2529,30.99,3.1844,9146,22230,3.9204,2.4070,8.3202,1.0419,7.5088,4.0036,0.8730,6.7124,,0.6619
31-Aug-2011,1.0691,76.5,6.8194,81.85,0.7408,1140.57,0.6556,1.2877,49.27,32.09,1.2514,31.04,3.1891,9160,22271,3.9263,2.4106,8.3355,1.0458,7.5505,4.0094,0.8719,6.8031,,0.6648
01-Sep-2011,1.0703,76.6,6.8271,82.17,0.7449,1135.86,0.6594,1.2877,49.33,32.07,1.2587,30.96,3.1927,9170,22296,3.9307,2.4079,8.3310,1.0457,7.4933,4.0139,0.8603,6.7890,,0.6651
02-Sep-2011,1.0702,76.7,6.8327,82.23,0.7510,1137.62,0.6611,1.2885,49.13,32.04,1.2583,31.06,3.1774,9169,22294,3.9303,2.4049,8.3340,1.0455,7.5095,4.0136,0.8483,6.8529,,0.6684
05-Sep-2011,1.0588,76.0,6.7634,81.25,0.7484,1131.59,0.6541,1.2778,48.64,31.70,1.2549,30.74,3.1499,9041,22057,3.8884,2.3793,8.2503,1.0445,7.4939,3.9708,0.8351,6.8103,,0.6615
06-Sep-2011,1.0509,75.7,6.7155,80.74,0.7482,1129.51,0.6540,1.2711,48.49,31.44,1.2687,30.57,3.1401,9006,21884,3.8594,2.3616,8.1901,1.0428,7.5248,3.9413,0.8254,6.8230,,0.6566
07-Sep-2011,1.0596,76.4,6.7722,81.80,0.7534,1135.68,0.6627,1.2797,48.78,31.77,1.2809,30.82,3.1613,9084,22074,3.8914,2.3811,8.2584,1.0476,7.5663,3.9741,0.9079,6.8116,,0.6642
08-Sep-2011,1.0596,76.4,6.7669,81.94,0.7533,1139.23,0.6647,1.2810,48.92,31.81,1.2722,30.86,3.1671,9081,22074,3.8914,2.3811,8.2584,1.0449,7.5666,3.9740,0.9098,6.7631,,0.6670
09-Sep-2011,1.0614,76.7,6.7798,82.25,0.7635,1143.39,0.6648,1.2936,49.00,31.90,1.2721,31.00,3.1831,9098,22111,3.8980,2.3852,8.2727,1.0495,7.6219,3.9807,0.9261,6.8298,,0.6683
12-Sep-2011,1.0339,75.2,6.6049,79.70,0.7637,1114.03,0.6532,1.2759,48.58,31.16,1.2672,30.20,3.1327,8892,21538,3.7970,2.3234,8.0663,1.0337,7.5738,3.8775,0.9202,6.8357,,0.6557
13-Sep-2011,1.0343,75.2,6.6164,79.70,0.7575,1114.46,0.6533,1.2768,48.74,31.18,1.2574,30.45,3.1536,8916,21607,3.7985,2.3243,8.0694,1.0271,7.6609,3.8792,0.9121,6.9287,,0.6594
14-Sep-2011,1.0215,74.6,6.5351,78.56,0.7494,1131.52,0.6489,1.2746,48.79,30.93,1.2509,30.30,3.1483,8902,21280,3.7515,2.2955,7.9745,1.0125,7.5387,3.8314,0.9022,6.8682,,0.6508
15-Sep-2011,1.0215,74.6,6.5268,78.40,0.7446,1140.25,0.6483,1.2747,48.88,30.97,1.2543,30.27,3.1667,9004,21280,3.7515,2.2955,7.9633,1.0145,7.6005,3.8310,0.8977,6.8761,,0.6494
16-Sep-2011,1.0345,75.3,6.6041,79.45,0.7465,1150.88,0.6543,1.2811,49.06,31.40,1.2532,30.56,3.1959,9083,21548,3.7992,2.3247,8.0566,1.0173,7.6214,3.8799,0.9018,6.8048,,0.6556
19-Sep-2011,1.0223,74.8,6.5295,78.61,0.7486,1162.66,0.6512,1.2888,48.84,31.14,1.2431,30.33,3.1783,9113,21297,3.7544,2.2973,7.9696,1.0067,7.7393,3.8341,0.9025,6.8569,,0.6480
20-Sep-2011,1.0191,74.8,6.5080,77.99,0.7486,1170.39,0.6504,1.2935,49.13,31.20,1.2465,30.54,3.1964,9196,21222,3.7426,2.2901,7.9434,1.0125,7.8897,3.8221,0.9030,6.8491,,0.6490
21-Sep-2011,1.0278,75.2,6.5558,78.48,0.7502,1181.82,0.6537,1.2987,49.18,31.27,1.2490,30.73,3.2032,9213,21411,3.7746,2.3097,8.0054,1.0207,7.9334,3.8548,0.9177,6.7966,,0.6540
22-Sep-2011,1.0027,74.1,6.4172,76.96,0.7393,1182.99,0.6485,1.2903,48.87,30.76,1.2537,30.44,3.1565,9159,20880,3.6824,2.2533,7.8171,1.0145,8.2031,3.7605,0.9062,6.8212,,0.6385
23-Sep-2011,0.9760,72.3,6.2411,74.45,0.7234,1139.97,0.6338,1.2710,48.53,30.13,1.2522,29.86,3.1042,8569,20332,3.5844,2.1933,7.6117,1.0034,8.2067,3.6606,0.8843,6.7109,,0.6265
26-Sep-2011,0.9672,71.9,6.1796,73.78,0.7221,1155.61,0.6261,1.2628,47.96,30.09,1.2600,29.62,3.0834,8753,20149,3.5520,2.1735,7.5441,1.0029,7.9623,3.6275,0.8838,6.7435,,0.6204
27-Sep-2011,0.9889,73.1,6.3242,75.47,0.7301,1159.73,0.6344,1.2707,48.67,30.62,1.2602,30.12,3.1121,8841,20593,3.6317,2.2222,7.7065,1.0125,7.8622,3.7089,0.8926,6.7219,,0.6334
28-Sep-2011,0.9853,72.8,6.2985,75.46,0.7267,1153.39,0.6306,1.2701,48.23,30.56,1.2571,29.99,3.1200,8752,20526,3.6185,2.2117,7.6813,1.0099,7.7680,3.6954,0.8865,6.6691,,0.6301
29-Sep-2011,0.9808,72.5,6.2742,75.07,0.7201,1151.07,0.6273,1.2697,47.97,30.58,1.2600,29.86,3.1253,8754,20432,3.6020,2.2016,7.6445,1.0112,7.7066,3.6785,0.8789,6.6452,,0.6244
30-Sep-2011,0.9781,72.4,6.2472,74.88,0.7213,1152.50,0.6269,1.2686,47.90,30.48,1.2757,29.88,3.1187,8617,20374,3.5921,2.1906,7.6209,1.0163,7.7964,3.6683,0.8791,6.6835,,0.6241
04-Oct-2011,0.9500,70.8,6.0677,72.87,0.7195,1134.82,0.6149,1.2485,46.79,29.67,1.2569,29.12,3.0504,8503,19783,3.4889,2.1277,7.3977,1.0008,7.8494,3.5628,0.8739,6.5629,,0.6109
05-Oct-2011,0.9544,71.0,6.0958,73.19,0.7169,1138.22,0.6179,1.2480,46.89,29.70,1.2533,29.22,3.0450,8542,19874,3.5050,2.1327,7.4289,1.0060,7.7457,3.5793,0.8799,6.5668,,0.6173
06-Oct-2011,0.9641,71.7,6.1578,73.99,0.7234,1147.04,0.6252,1.2561,47.57,29.99,1.2617,29.52,3.0668,8605,20084,3.5407,2.1544,7.5047,1.0053,7.7166,3.6156,0.8916,6.6198,,0.6202
07-Oct-2011,0.9782,72.5,6.2479,74.94,0.7286,1153.05,0.6329,1.2665,48.02,30.22,1.2650,29.84,3.0887,8770,20400,3.5924,2.1859,7.6126,1.0161,7.7575,3.6686,0.9012,6.6554,,0.6293
10-Oct-2011,0.9838,72.7,6.2540,75.49,0.7299,1152.92,0.6299,1.2679,48.30,30.44,1.2709,29.93,3.0872,8825,20520,3.6130,2.1960,7.6564,1.0162,7.8222,3.6896,0.9071,6.6521,,0.6312
11-Oct-2011,0.9972,73.4,6.3359,76.45,0.7315,1161.64,0.6385,1.2759,48.78,30.80,1.2745,30.26,3.1113,8915,20782,3.6622,2.2259,7.7599,1.0263,7.8347,3.7398,0.9022,6.6437,,0.6398
12-Oct-2011,0.9915,73.3,6.3291,76.06,0.7282,1161.64,0.6368,1.2757,48.91,30.73,1.2720,30.17,3.1267,8867,20696,3.6413,2.2033,7.7161,1.0198,7.8796,3.7184,0.9023,6.6454,,0.6329
13-Oct-2011,1.0199,75.0,6.5028,78.61,0.7391,1180.33,0.6479,1.2989,49.93,31.42,1.2829,30.91,3.1923,9082,21299,3.7456,2.2664,7.9336,1.0388,7.9540,3.8249,0.9139,6.7337,,0.6474
14-Oct-2011,1.0192,75.0,6.5029,78.37,0.7400,1180.34,0.6470,1.2951,50.07,31.43,1.2823,30.89,3.1926,9035,21294,3.7430,2.2649,7.9273,1.0409,8.0150,3.8224,0.9155,6.7768,,0.6480
17-Oct-2011,1.0302,75.6,6.5677,79.52,0.7439,1178.39,0.6524,1.3038,50.37,31.61,1.2845,31.05,3.2137,9115,21545,3.7834,2.2893,8.0123,1.0396,8.0979,3.8636,0.9210,6.7993,,0.6539
18-Oct-2011,1.0202,74.9,6.5077,78.38,0.7407,1168.08,0.6455,1.2936,50.12,31.31,1.2894,30.70,3.1815,9034,21348,3.7467,2.2671,7.9335,1.0421,8.1058,3.8261,0.9146,6.7982,,0.6477
19-Oct-2011,1.0317,75.6,6.5818,79.14,0.7470,1166.18,0.6551,1.2995,50.74,31.59,1.2929,31.04,3.2024,9120,21602,3.7889,2.2927,8.0233,1.0433,8.2123,3.8693,0.9242,6.8201,,0.6563
20-Oct-2011,1.0177,74.9,6.4925,78.06,0.7420,1163.64,0.6466,1.2946,50.43,31.53,1.2890,30.80,3.1854,9002,21295,3.7375,2.2616,7.9171,1.0415,8.2249,3.8167,0.9230,6.7744,,0.6447
21-Oct-2011,1.0216,75.2,6.5208,78.43,0.7415,1175.10,0.6468,1.3056,51.19,31.77,1.2902,30.97,3.2216,9075,21406,3.7518,2.2652,7.9476,1.0383,8.3315,3.8313,0.9085,6.7581,,0.6479
24-Oct-2011,1.0398,76.2,6.6277,79.24,0.7486,1180.22,0.6513,1.3209,51.88,32.17,1.2896,31.31,3.2530,9239,21787,3.8187,2.3055,8.0879,1.0458,8.3340,3.8995,0.9185,6.8237,,0.6602
25-Oct-2011,1.0470,76.5,6.6612,79.70,0.7529,1179.45,0.6547,1.3222,52.04,32.29,1.3009,31.55,3.2745,9276,21938,3.8451,2.3215,8.1412,1.0493,8.2425,3.9265,0.9218,6.8561,,0.6623
26-Oct-2011,1.0376,75.8,6.5955,78.89,0.7454,1172.23,0.6469,1.3144,51.37,32.01,1.3007,31.28,3.2461,9198,21763,3.8106,2.2905,8.0669,1.0525,8.2183,3.8912,0.9112,6.7936,,0.6541
27-Oct-2011,1.0489,76.5,6.6636,79.77,0.7504,1173.82,0.6551,1.3233,51.74,32.26,1.3028,31.58,3.2810,9319,22017,3.8521,2.3155,8.1508,1.0489,8.2538,3.9337,0.9221,6.8045,,0.6615
28-Oct-2011,1.0664,77.3,6.7724,80.92,0.7524,1179.33,0.6631,1.3281,52.06,32.57,1.3037,31.89,3.2813,9420,22388,3.9164,2.3541,8.2857,1.0590,8.2546,3.9992,0.9185,6.7730,,0.6703
31-Oct-2011,1.0509,76.9,6.6755,83.23,0.7511,1165.92,0.6580,1.3159,51.35,32.33,1.2997,31.43,3.2315,9285,22078,3.8594,2.3097,8.1639,1.0528,8.2341,3.9411,0.9183,6.7815,,0.6581
01-Nov-2011,1.0455,76.6,6.6420,81.72,0.7568,1165.47,0.6515,1.3196,51.30,32.22,1.2973,31.40,3.2447,9294,21965,3.8396,2.2978,8.1209,1.0472,8.3326,3.9209,0.9192,6.8308,,0.6593
02-Nov-2011,1.0355,76.1,6.5807,80.89,0.7550,1163.13,0.6481,1.3178,51.09,31.91,1.3060,31.21,3.2401,9268,21756,3.8029,2.2758,8.0465,1.0554,8.3394,3.8834,0.9177,6.8487,,0.6595
03-Nov-2011,1.0249,75.5,6.5068,79.98,0.7484,1159.37,0.6446,1.3127,50.60,31.62,1.3079,30.96,3.2274,9207,21532,3.7639,2.2427,7.9643,1.0438,8.2346,3.8437,0.9081,6.8053,,0.6506
04-Nov-2011,1.0383,76.1,6.5911,80.99,0.7515,1154.75,0.6482,1.3151,50.99,31.81,1.3080,31.15,3.2421,9300,21815,3.8132,2.2621,8.0646,1.0501,8.1782,3.8940,0.9127,6.8345,,0.6585
07-Nov-2011,1.0369,76.0,6.5786,81.01,0.7528,1156.14,0.6470,1.3148,50.85,31.80,1.3023,31.19,3.2377,9301,21784,3.8080,2.2590,8.0552,1.0547,8.1855,3.8887,0.9256,6.8422,,0.6570
08-Nov-2011,1.0325,75.8,6.5535,80.59,0.7510,1153.04,0.6436,1.3139,50.85,31.70,1.3010,31.06,3.2334,9223,21693,3.7919,2.2446,8.0221,1.0478,8.2046,3.8722,0.9334,6.7865,,0.6556
09-Nov-2011,1.0355,75.9,6.5631,80.32,0.7490,1158.15,0.6437,1.3152,51.56,31.75,1.3024,31.12,3.2225,9226,21756,3.8029,2.2511,8.0446,1.0466,8.1173,3.8834,0.9278,6.7680,,0.6573
