DATE,FXRUSD,FXRTWI,FXRCR,FXRJY,FXREUR,FXRSKW,FXRUKPS,FXRSD,FXRIRE,FXRTB,FXRNZD,FXRNTD,FXRMR,FXRIR,FXRVD,FXRUAED,FXRPNGK,FXRHKD,FXRCD,FXRSARD,FXRSARY,FXRSF,FXRSK,FXRPHP,FXRSDR
18-Mar-2014,0.9083,69.70,5.6206,92.50,0.6520,969.67,0.5459,1.1487,55.36,29.21,1.0606,27.55,2.9692,10247,19170,3.3357,2.1993,7.0537,1.0042,9.7810,,0.7928,,40.55,0.5858
19-Mar-2014,0.9119,70.00,5.6534,92.60,0.6551,977.33,0.5497,1.1536,55.77,29.31,1.0590,27.73,2.9924,10341,19237,3.3490,2.2080,7.0816,1.0144,9.7892,,0.7970,,40.94,0.5873
20-Mar-2014,0.9020,69.60,5.6131,92.28,0.6521,970.46,0.5453,1.1484,55.21,29.18,1.0579,27.54,2.9712,10305,19028,3.3126,2.1840,7.0031,1.0143,9.8065,,0.7949,,40.64,0.5808
21-Mar-2014,0.9061,70.00,5.6401,92.75,0.6575,980.99,0.5489,1.1576,55.30,29.38,1.0620,27.76,2.9987,10370,19114,3.3277,2.1939,7.0352,1.0191,9.8765,,0.8003,,40.98,0.5868
24-Mar-2014,0.9081,70.10,5.6471,93.06,0.6580,979.43,0.5508,1.1552,55.13,29.48,1.0637,27.77,3.0008,10336,19156,3.3350,2.1988,7.0464,1.0203,9.8992,,0.8020,,41.03,0.5877
25-Mar-2014,0.9136,70.30,5.6488,93.47,0.6606,986.05,0.5540,1.1590,55.30,29.73,1.0684,27.89,3.0163,10397,19277,3.3552,2.2121,7.0870,1.0232,9.8970,,0.8049,,41.18,0.5919
26-Mar-2014,0.9195,70.80,5.7087,94.06,0.6658,987.86,0.5563,1.1656,55.38,29.98,1.0702,28.09,3.0348,10482,19397,3.3769,2.2264,7.1334,1.0255,9.8828,,0.8129,,41.41,0.5950
27-Mar-2014,0.9239,71.10,5.7413,94.38,0.6701,990.14,0.5572,1.1686,55.64,30.09,1.0706,28.21,3.0419,10568,19490,3.3930,2.2370,7.1684,1.0249,9.8696,,0.8179,,41.54,0.5979
28-Mar-2014,0.9270,71.30,5.7607,94.72,0.6741,990.08,0.5578,1.1695,55.67,30.14,1.0682,28.28,3.0364,10575,19555,3.4044,2.2446,7.1914,1.0205,9.8225,,0.8222,,41.70,0.6000
31-Mar-2014,0.9221,71.00,5.7377,94.83,0.6707,983.28,0.5544,1.1634,55.22,29.93,1.0661,28.10,3.0165,10475,19461,3.3864,2.2327,7.1537,1.0201,9.7818,,0.8181,,41.36,0.5973
01-Apr-2014,0.9263,71.20,5.7431,95.68,0.6725,981.55,0.5559,1.1659,55.48,30.00,1.0683,28.17,3.0197,10444,19550,3.4018,2.2429,7.1856,1.0239,9.7714,,0.8194,,41.51,0.5993
02-Apr-2014,0.9239,71.10,5.7330,95.92,0.6692,976.48,0.5556,1.1639,55.15,29.93,1.0747,27.98,3.0180,10447,19494,3.3930,2.2370,7.1670,1.0200,9.7763,,0.8156,,41.36,0.5979
03-Apr-2014,0.9219,71.00,5.7228,95.87,0.6701,974.72,0.5542,1.1638,55.38,29.94,1.0794,27.93,3.0243,10413,19447,3.3857,2.2322,7.1515,1.0164,9.7910,,0.8179,,41.49,0.5968
04-Apr-2014,0.9234,71.20,5.7401,95.95,0.6735,974.83,0.5567,1.1669,55.76,30.05,1.0794,27.97,3.0320,10443,19479,3.3912,2.2358,7.1633,1.0184,9.8250,,0.8238,,41.55,0.5985
07-Apr-2014,0.9279,71.40,5.7644,95.61,0.6771,979.31,0.5599,1.1698,55.69,30.15,1.0788,28.07,3.0340,10490,19577,3.4077,2.2467,7.1976,1.0186,9.7837,,0.8274,,41.65,0.6025
08-Apr-2014,0.9292,71.40,5.7673,95.64,0.6760,977.84,0.5592,1.1693,55.87,30.11,1.0755,28.10,3.0283,10498,19601,3.4125,2.2499,7.2061,1.0189,9.7710,,0.8247,,41.70,0.6027
09-Apr-2014,0.9367,71.70,5.8014,95.58,0.6792,975.53,0.5594,1.1714,56.23,30.21,1.0767,28.18,3.0279,10574,19760,3.4400,2.2680,7.2633,1.0230,9.7838,,0.8278,,41.78,0.6060
10-Apr-2014,0.9414,72.00,5.8448,95.82,0.6798,979.24,0.5607,1.1755,56.66,30.33,1.0800,28.29,3.0431,10690,19859,3.4573,2.2794,7.3002,1.0256,9.8009,,0.8280,,41.90,0.6080
11-Apr-2014,0.9375,71.70,5.8239,95.27,0.6749,970.36,0.5588,1.1710,56.52,30.30,1.0829,28.18,3.0380,10748,19777,3.4430,2.2700,7.2696,1.0250,9.8316,,0.8219,,41.60,0.6040
14-Apr-2014,0.9392,71.90,5.8335,95.39,0.6780,975.72,0.5612,1.1754,56.52,30.33,1.0837,28.35,3.0501,10735,19815,3.4492,2.2741,7.2823,1.0316,9.8898,,0.8239,,41.67,0.6049
15-Apr-2014,0.9392,72.00,5.8409,95.70,0.6798,977.52,0.5619,1.1764,56.60,30.33,1.0850,28.36,3.0519,10737,19814,3.4492,2.2741,7.2828,1.0311,9.8841,,0.8269,,41.85,0.6061
16-Apr-2014,0.9378,71.90,5.8340,95.89,0.6781,973.11,0.5606,1.1737,56.47,30.26,1.0914,28.27,3.0385,10726,19786,3.4441,2.2707,7.2723,1.0293,9.8816,,0.8252,,41.72,0.6058
17-Apr-2014,0.9365,71.70,5.8232,95.52,0.6766,972.70,0.5564,1.1710,56.53,30.16,1.0848,28.24,3.0357,10702,19759,3.4393,2.2676,7.2617,1.0307,9.8745,,0.8240,,41.62,0.6041
22-Apr-2014,0.9356,71.90,5.8358,95.93,0.6781,970.83,0.5569,1.1735,56.74,30.23,1.0894,28.32,3.0515,10772,19741,3.4360,2.2654,7.2546,1.0308,9.8098,,0.8280,,41.64,0.6046
23-Apr-2014,0.9284,71.40,5.7948,95.22,0.6719,965.12,0.5518,1.1673,56.68,30.07,1.0802,28.13,3.0359,10816,19601,3.4095,2.2479,7.1974,1.0242,9.8058,,0.8209,,41.43,0.5993
24-Apr-2014,0.9294,71.40,5.8012,95.13,0.6724,965.79,0.5536,1.1676,56.77,30.04,1.0782,28.14,3.0350,10786,19615,3.4132,2.2504,7.2063,1.0248,9.8414,,0.8206,,41.54,0.5995
28-Apr-2014,0.9290,71.40,5.8039,94.97,0.6721,961.65,0.5534,1.1670,56.21,29.94,1.0833,28.11,3.0383,10761,19597,3.4118,2.2494,7.2027,1.0250,9.9059,,0.8196,,41.41,0.5992
29-Apr-2014,0.9242,71.00,5.7800,94.72,0.6665,952.43,0.5497,1.1610,55.95,29.82,1.0833,27.90,3.0113,10701,19505,3.3941,2.2378,7.1653,1.0187,9.8141,,0.8126,,41.08,0.5956
30-Apr-2014,0.9287,71.40,5.8195,95.08,0.6729,959.67,0.5525,1.1668,56.04,30.02,1.0847,28.06,3.0341,10736,19580,3.4107,2.2487,7.2003,1.0180,9.8151,,0.8212,,41.36,0.5989
01-May-2014,0.9295,71.40,5.8181,95.01,0.6702,960.45,0.5507,1.1656,56.08,30.09,1.0784,28.08,3.0353,10747,19597,3.4136,2.2506,7.2063,1.0198,9.7845,,0.8181,,41.43,0.5998
02-May-2014,0.9277,71.20,5.8068,95.02,0.6693,955.81,0.5495,1.1626,55.84,30.05,1.0743,28.00,3.0294,10701,19559,3.4070,2.2462,7.1922,1.0165,9.7420,,0.8164,,41.34,0.5974
05-May-2014,0.9269,71.00,5.7876,94.50,0.6681,954.05,0.5494,1.1594,55.68,29.98,1.0717,27.93,3.0194,10692,19548,3.4040,2.2443,7.1861,1.0165,9.6968,,0.8136,,41.17,0.5974
06-May-2014,0.9286,71.10,5.7845,94.75,0.6690,952.28,0.5498,1.1611,55.92,30.06,1.0671,27.96,3.0257,10697,19587,3.4103,2.2484,7.1991,1.0170,9.7711,,0.8149,,41.19,0.5979
07-May-2014,0.9344,71.40,5.8202,94.81,0.6713,955.56,0.5504,1.1661,56.12,30.26,1.0758,28.14,3.0317,10795,19711,3.4316,2.2625,7.2434,1.0170,9.8098,,0.8169,,41.40,0.6003
08-May-2014,0.9373,71.70,5.8370,95.41,0.6735,958.53,0.5526,1.1713,56.25,30.42,1.0823,28.21,3.0434,10890,19782,3.4422,2.2695,7.2659,1.0203,9.8032,,0.8210,,41.45,0.6021
09-May-2014,0.9362,71.60,5.8346,95.22,0.6763,959.09,0.5529,1.1683,56.23,30.49,1.0824,28.17,3.0211,10797,19763,3.4382,2.2668,7.2570,1.0132,9.6784,,0.8240,,40.95,0.6013
12-May-2014,0.9363,71.70,5.8347,95.47,0.6803,959.10,0.5555,1.1704,55.89,30.55,1.0854,28.23,3.0289,10786,19756,3.4386,2.2671,7.2577,1.0204,9.6941,,0.8301,,40.97,0.6040
13-May-2014,0.9344,71.70,5.8308,95.56,0.6790,955.10,0.5538,1.1702,55.98,30.48,1.0827,28.20,3.0261,10775,19714,3.4316,2.2625,7.2437,1.0190,9.6936,,0.8292,,40.92,0.6035
14-May-2014,0.9401,72.00,5.8564,96.01,0.6854,966.19,0.5579,1.1748,56.10,30.53,1.0862,28.37,3.0323,10781,19836,3.4525,2.2763,7.2873,1.0252,9.6725,,0.8359,,41.01,0.6084
15-May-2014,0.9376,71.80,5.8383,95.51,0.6835,961.32,0.5591,1.1732,55.80,30.43,1.0804,28.27,3.0233,10732,19793,3.4433,2.2702,7.2681,1.0190,9.6699,,0.8340,,40.97,0.6069
16-May-2014,0.9354,71.60,5.8299,94.97,0.6821,958.00,0.5571,1.1712,55.05,30.38,1.0820,28.20,3.0213,10663,19774,3.4353,2.2649,7.2513,1.0171,9.7266,,0.8332,,40.92,0.6065
19-May-2014,0.9351,71.60,5.8354,94.80,0.6821,955.67,0.5557,1.1693,54.69,30.36,1.0824,28.17,3.0087,10627,19791,3.4342,2.2642,7.2489,1.0153,9.6703,,0.8335,,40.79,0.6053
20-May-2014,0.9288,71.10,5.7937,94.27,0.6774,952.35,0.5523,1.1619,54.54,30.21,1.0787,27.99,2.9861,10642,19635,3.4110,2.2489,7.2001,1.0104,9.6428,,0.8288,,40.59,0.6006
21-May-2014,0.9235,70.70,5.7609,93.49,0.6737,948.25,0.5483,1.1571,54.26,30.00,1.0787,27.84,2.9732,10623,19535,3.3916,2.2361,7.1596,1.0074,9.6552,,0.8232,,40.43,0.5975
22-May-2014,0.9264,71.00,5.7752,94.21,0.6779,948.91,0.5487,1.1593,54.27,30.03,1.0795,27.91,2.9728,10672,19593,3.4022,2.2431,7.1827,1.0110,9.6244,,0.8286,,40.50,0.5992
23-May-2014,0.9241,70.80,5.7654,93.95,0.6771,946.97,0.5479,1.1573,54.08,30.07,1.0793,27.82,2.9682,10679,19540,3.3938,2.2375,7.1651,1.0070,9.5587,,0.8270,,40.30,0.5982
26-May-2014,0.9238,70.90,5.7612,94.16,0.6782,945.93,0.5485,1.1578,54.10,30.11,1.0822,27.81,2.9622,10702,19534,3.3927,2.2368,7.1629,1.0035,9.5364,,0.8280,,40.37,0.5993
27-May-2014,0.9271,71.10,5.7886,94.50,0.6790,948.66,0.5499,1.1633,54.73,30.21,1.0827,27.91,2.9788,10734,19602,3.4048,2.2448,7.1882,1.0053,9.5990,,0.8296,,40.54,0.6014
28-May-2014,0.9268,71.20,5.8003,94.46,0.6798,946.68,0.5513,1.1631,54.72,30.28,1.0847,27.92,2.9843,10760,19595,3.4037,2.2441,7.1855,1.0052,9.6865,,0.8312,,40.70,0.6008
29-May-2014,0.9283,71.30,5.8004,94.40,0.6825,947.42,0.5551,1.1649,54.63,30.40,1.0938,27.90,2.9882,10796,19650,3.4092,2.2477,7.1972,1.0080,9.7179,,0.8330,,40.85,0.6025
30-May-2014,0.9319,71.50,5.8179,94.66,0.6852,950.68,0.5569,1.1692,55.00,30.56,1.0952,27.95,2.9970,10841,19719,3.4224,2.2564,7.2249,1.0098,9.7085,,0.8368,,40.85,0.6048
02-Jun-2014,0.9260,71.20,5.7848,94.42,0.6791,948.32,0.5529,1.1630,54.75,30.45,1.0928,27.83,2.9854,10904,19590,3.4007,2.2421,7.1797,1.0050,9.8124,,0.8292,,40.61,0.6012
03-Jun-2014,0.9270,71.30,5.7903,94.83,0.6814,948.46,0.5536,1.1643,54.86,30.31,1.0939,27.83,2.9905,10953,19652,3.4044,2.2446,7.1877,1.0102,9.8835,,0.8327,,40.60,0.6018
04-Jun-2014,0.9274,71.50,5.8002,95.24,0.6811,948.80,0.5546,1.1665,55.04,30.33,1.1022,27.86,3.0004,11018,19675,3.4059,2.2455,7.1899,1.0139,9.9823,,0.8324,,40.71,0.6024
05-Jun-2014,0.9278,71.50,5.8019,95.16,0.6822,946.87,0.5539,1.1665,55.03,30.32,1.1002,27.86,2.9996,11022,19679,3.4073,2.2465,7.1931,1.0164,9.9755,,0.8321,,40.66,0.6025
06-Jun-2014,0.9332,71.70,5.8316,95.50,0.6834,952.39,0.5551,1.1690,55.26,30.39,1.0989,28.01,3.0016,11047,19775,3.4272,2.2596,7.2349,1.0192,9.9772,,0.8320,,40.77,0.6060
10-Jun-2014,0.9368,71.90,5.8389,95.88,0.6895,953.01,0.5575,1.1717,55.53,30.43,1.1000,28.10,3.0003,11061,19881,3.4404,2.2683,7.2616,1.0209,9.9563,,0.8407,,40.91,0.6079
11-Jun-2014,0.9385,72.10,5.8447,96.02,0.6929,953.33,0.5602,1.1735,55.67,30.48,1.0973,28.14,3.0098,11074,19913,3.4466,2.2724,7.2754,1.0224,10.0631,,0.8441,,41.02,0.6104
12-Jun-2014,0.9391,72.10,5.8426,95.85,0.6936,955.62,0.5590,1.1742,55.72,30.50,1.0843,28.17,3.0190,11093,19928,3.4488,2.2738,7.2797,1.0203,10.1057,,0.8449,,41.15,0.6109
13-Jun-2014,0.9418,72.10,5.8420,96.04,0.6945,958.56,0.5551,1.1757,56.02,30.50,1.0865,28.25,3.0265,11102,19983,3.4588,2.2804,7.3006,1.0226,10.0768,,0.8458,,41.24,0.6126
16-Jun-2014,0.9412,72.20,5.8489,95.80,0.6948,959.98,0.5535,1.1767,56.44,30.47,1.0823,28.25,3.0335,11123,19970,3.4566,2.2817,7.2958,1.0210,10.1027,,0.8462,,41.29,0.6114
17-Jun-2014,0.9352,71.80,5.8278,95.37,0.6896,955.59,0.5510,1.1712,56.43,30.35,1.0795,28.06,3.0179,11105,19845,3.4345,2.2672,7.2495,1.0151,10.0691,,0.8400,,41.11,0.6073
18-Jun-2014,0.9337,71.80,5.8139,95.47,0.6893,954.61,0.5504,1.1704,56.14,30.35,1.0778,28.02,3.0173,11186,19835,3.4290,2.2663,7.2374,1.0148,10.1238,,0.8399,,41.06,0.6059
19-Jun-2014,0.9401,72.10,5.8564,95.80,0.6918,957.73,0.5533,1.1747,56.47,30.49,1.0795,28.19,3.0281,11206,20071,3.4525,2.2818,7.2866,1.0178,10.0379,,0.8430,,41.24,0.6103
20-Jun-2014,0.9405,72.10,5.8576,95.84,0.6902,959.87,0.5515,1.1750,56.68,30.53,1.0788,28.21,3.0279,11258,20070,3.4540,2.2828,7.2897,1.0173,10.0812,,0.8400,,41.16,0.6091
23-Jun-2014,0.9439,72.40,5.8768,96.22,0.6936,961.31,0.5540,1.1783,56.82,30.64,1.0801,28.31,3.0332,11297,20122,3.4665,2.2910,7.3165,1.0130,10.0704,,0.8446,,41.32,0.6118
24-Jun-2014,0.9422,72.30,5.8697,96.07,0.6930,959.58,0.5536,1.1771,56.66,30.57,1.0805,28.25,3.0287,11305,20102,3.4602,2.2869,7.3037,1.0104,9.9864,,0.8434,,41.32,0.6108
25-Jun-2014,0.9358,71.90,5.8366,95.35,0.6877,955.41,0.5516,1.1707,56.40,30.39,1.0789,28.06,3.0198,11312,19979,3.4367,2.2714,7.2539,1.0058,9.9522,,0.8363,,41.12,0.6062
26-Jun-2014,0.9406,72.10,5.8614,95.71,0.6897,955.88,0.5536,1.1748,56.57,30.54,1.0735,28.16,3.0269,11377,20063,3.4544,2.2830,7.2910,1.0077,9.9497,,0.8393,,41.22,0.6098
27-Jun-2014,0.9437,72.20,5.8675,95.68,0.6926,956.53,0.5539,1.1790,56.73,30.65,1.0750,28.22,3.0288,11420,20137,3.4657,2.2905,7.3150,1.0081,10.0273,,0.8422,,41.32,0.6112
30-Jun-2014,0.9420,72.00,5.8466,95.43,0.6906,953.16,0.5531,1.1763,56.59,30.56,1.0761,28.13,3.0243,11177,20096,3.4595,2.2864,7.3013,1.0057,9.9694,,0.8396,,41.10,0.6100
01-Jul-2014,0.9454,72.20,5.8635,95.93,0.6908,956.41,0.5527,1.1787,56.86,30.64,1.0785,28.25,3.0324,11246,20161,3.4720,2.2947,7.3269,1.0091,10.0567,,0.8390,,41.24,0.6116
02-Jul-2014,0.9458,72.30,5.8761,96.06,0.6919,954.60,0.5516,1.1788,56.78,30.63,1.0803,28.24,3.0332,11293,20174,3.4735,2.2984,7.3302,1.0061,10.1052,,0.8401,,41.26,0.6108
03-Jul-2014,0.9380,71.70,5.8290,95.56,0.6873,946.02,0.5469,1.1711,56.04,30.40,1.0697,28.01,3.0086,11209,19989,3.4448,2.2795,7.2700,1.0009,10.0901,,0.8344,,40.94,0.6060
04-Jul-2014,0.9365,71.60,5.8131,95.56,0.6883,944.83,0.5453,1.1673,55.99,30.32,1.0711,27.97,2.9842,11124,19947,3.4393,2.2758,7.2585,0.9965,10.0683,,0.8366,,40.78,0.6055
07-Jul-2014,0.9356,71.60,5.8017,95.52,0.6888,945.47,0.5457,1.1662,56.07,30.32,1.0726,27.97,2.9827,10947,19910,3.4360,2.2736,7.2512,0.9974,10.0731,,0.8379,,40.67,0.6050
08-Jul-2014,0.9385,71.70,5.8234,95.55,0.6900,949.48,0.5479,1.1695,56.13,30.42,1.0706,28.07,2.9830,10976,19985,3.4466,2.2807,7.2737,1.0032,10.1048,,0.8387,,40.81,0.6079
09-Jul-2014,0.9397,71.70,5.8229,95.50,0.6901,951.12,0.5484,1.1675,56.14,30.32,1.0676,28.10,2.9779,10924,19978,3.4510,2.2836,7.2828,1.0037,10.0492,,0.8391,,40.75,0.6086
10-Jul-2014,0.9397,71.70,5.8243,95.42,0.6886,952.34,0.5477,1.1660,56.16,30.22,1.0645,28.09,2.9788,10858,19922,3.4510,2.2892,7.2828,1.0010,10.0336,,0.8370,,40.66,0.6083
11-Jul-2014,0.9391,71.70,5.8302,95.09,0.6906,956.90,0.5481,1.1667,56.51,30.25,1.0656,28.11,2.9934,10879,19912,3.4488,2.2877,7.2781,0.9991,10.0601,,0.8385,,40.85,0.6077
14-Jul-2014,0.9400,71.80,5.8351,95.33,0.6910,957.25,0.5492,1.1665,56.37,30.22,1.0667,28.14,2.9873,10956,19919,3.4522,2.2899,7.2851,1.0100,10.0975,,0.8391,,40.92,0.6084
15-Jul-2014,0.9387,71.80,5.8286,95.34,0.6893,964.37,0.5495,1.1667,56.51,30.20,1.0663,28.14,2.9855,11011,19900,3.4474,2.2867,7.2750,1.0071,10.0471,,0.8373,,40.91,0.6073
16-Jul-2014,0.9337,71.50,5.7958,94.99,0.6885,963.63,0.5449,1.1613,56.21,30.04,1.0736,28.01,2.9827,10980,19790,3.4290,2.2745,7.2372,1.0054,10.0163,,0.8369,,40.78,0.6043
17-Jul-2014,0.9377,71.70,5.8165,95.17,0.6935,965.03,0.5471,1.1640,56.42,30.15,1.0774,28.12,2.9828,10936,19884,3.4437,2.2871,7.2679,1.0062,10.0104,,0.8424,,40.86,0.6083
18-Jul-2014,0.9366,71.70,5.8093,94.90,0.6926,963.95,0.5476,1.1630,56.49,30.16,1.0788,28.08,2.9845,10947,19859,3.4397,2.2844,7.2598,1.0062,10.0380,,0.8408,,40.84,0.6077
21-Jul-2014,0.9390,71.80,5.8267,95.06,0.6934,964.21,0.5493,1.1650,56.49,30.06,1.0779,28.14,2.9785,10858,19935,3.4485,2.2902,7.2788,1.0078,9.9938,,0.8428,,40.81,0.6093
22-Jul-2014,0.9389,71.80,5.8271,95.35,0.6943,961.86,0.5497,1.1648,56.51,29.93,1.0819,28.15,2.9829,10811,19923,3.4481,2.2900,7.2781,1.0087,9.9669,,0.8435,,40.71,0.6093
23-Jul-2014,0.9434,72.10,5.8490,95.67,0.7006,965.81,0.5527,1.1688,56.76,29.97,1.0870,28.28,2.9920,10854,20022,3.4646,2.3010,7.3127,1.0126,9.9717,,0.8513,,40.84,0.6130
24-Jul-2014,0.9448,72.30,5.8506,95.87,0.7021,971.59,0.5547,1.1697,56.69,30.07,1.1014,28.33,2.9964,10903,20058,3.4698,2.3044,7.3228,1.0144,9.9440,,0.8528,,40.91,0.6141
25-Jul-2014,0.9414,72.10,5.8336,95.77,0.6990,965.78,0.5541,1.1689,56.63,30.00,1.0976,28.22,2.9923,10920,19995,3.4573,2.2961,7.2961,1.0113,9.9120,,0.8493,,40.81,0.6121
28-Jul-2014,0.9390,71.90,5.8085,95.60,0.6992,963.70,0.5530,1.1662,56.43,29.88,1.0997,28.14,2.9809,10872,19944,3.4485,2.2902,7.2774,1.0146,9.8572,,0.8498,,40.67,0.6112
29-Jul-2014,0.9395,71.90,5.8078,95.82,0.6995,962.47,0.5535,1.1669,56.50,29.89,1.1033,28.14,2.9824,10878,19946,3.4503,2.2971,7.2813,1.0157,9.9517,,0.8500,,40.75,0.6117
30-Jul-2014,0.9382,71.90,5.7956,95.81,0.6997,961.00,0.5537,1.1657,56.43,29.90,1.1025,28.10,2.9839,10862,19927,3.4455,2.2967,7.2711,1.0186,9.9569,,0.8509,,40.71,0.6111
31-Jul-2014,0.9324,71.50,5.7553,95.79,0.6959,958.23,0.5509,1.1621,56.18,29.82,1.0957,27.94,2.9744,10795,19804,3.4242,2.2825,7.2262,1.0167,9.9534,,0.8470,,40.49,0.6081
01-Aug-2014,0.9294,71.50,5.7392,95.66,0.6944,963.83,0.5507,1.1607,56.54,30.00,1.0939,27.90,2.9848,10761,19731,3.4132,2.2752,7.2029,1.0152,9.9720,,0.8448,,40.61,0.6069
05-Aug-2014,0.9342,71.70,5.7685,95.74,0.6959,960.64,0.5538,1.1624,56.86,29.96,1.0955,28.02,2.9759,10925,19833,3.4308,2.2869,7.2402,1.0196,9.9621,,0.8469,,40.68,0.6098
06-Aug-2014,0.9306,71.60,5.7398,95.49,0.6963,961.96,0.5519,1.1619,57.06,29.94,1.1035,27.92,2.9802,10939,19743,3.4176,2.2781,7.2126,1.0211,10.0477,,0.8468,,40.67,0.6076
07-Aug-2014,0.9268,71.30,5.7090,94.88,0.6925,961.60,0.5503,1.1593,56.91,29.92,1.0951,27.80,2.9767,10922,19667,3.4037,2.2688,7.1832,1.0122,9.9435,,0.8413,,40.74,0.6059
08-Aug-2014,0.9246,71.10,5.6915,94.11,0.6922,958.30,0.5501,1.1590,56.97,29.77,1.0955,27.75,2.9712,10920,19615,3.3956,2.2662,7.1672,1.0115,9.9809,,0.8396,,40.90,0.6039
11-Aug-2014,0.9280,71.20,5.7117,94.79,0.6926,956.16,0.5530,1.1594,56.71,29.81,1.0956,27.84,2.9659,10825,19683,3.4081,2.2745,7.1931,1.0183,9.8902,,0.8409,,40.76,0.6058
12-Aug-2014,0.9256,71.10,5.6978,94.66,0.6923,950.17,0.5522,1.1574,56.62,29.70,1.1002,27.77,2.9578,10811,19621,3.3993,2.2686,7.1744,1.0129,9.8637,,0.8403,,40.60,0.6044
13-Aug-2014,0.9298,71.40,5.7281,95.07,0.6959,957.14,0.5530,1.1624,56.94,29.73,1.1021,27.90,2.9679,10872,19716,3.4147,2.2789,7.2072,1.0152,9.8907,,0.8443,,40.87,0.6082
14-Aug-2014,0.9297,71.30,5.7208,95.38,0.6960,949.13,0.5572,1.1601,56.76,29.64,1.0978,27.88,2.9574,10854,19710,3.4143,2.2787,7.2060,1.0150,9.8483,,0.8444,,40.63,0.6082
15-Aug-2014,0.9332,71.50,5.7363,95.67,0.6981,952.73,0.5590,1.1607,56.71,29.76,1.0993,27.96,2.9461,10892,19784,3.4272,2.2873,7.2330,1.0167,9.8413,,0.8459,,40.75,0.6103
18-Aug-2014,0.9326,71.40,5.7308,95.45,0.6964,949.11,0.5574,1.1605,56.67,29.68,1.0981,27.94,2.9377,10892,19771,3.4250,2.2858,7.2284,1.0143,9.8660,,0.8429,,40.72,0.6099
19-Aug-2014,0.9338,71.60,5.7314,95.82,0.6992,949.95,0.5583,1.1616,56.70,29.73,1.1059,28.00,2.9443,10907,19797,3.4294,2.2915,7.2373,1.0174,9.9142,,0.8470,,40.79,0.6103
20-Aug-2014,0.9280,71.30,5.7035,95.83,0.6977,949.05,0.5590,1.1589,56.36,29.64,1.1074,27.83,2.9394,10867,19669,3.4081,2.2801,7.1925,1.0167,9.9036,,0.8451,,40.66,0.6077
21-Aug-2014,0.9254,71.30,5.6938,96.11,0.6985,947.29,0.5583,1.1583,56.16,29.68,1.1061,27.76,2.9372,10864,19614,3.3985,2.2765,7.1722,1.0164,9.9420,,0.8458,,40.60,0.6074
22-Aug-2014,0.9326,71.70,5.7413,96.71,0.7018,949.11,0.5624,1.1634,56.38,29.74,1.1073,27.95,2.9461,10874,19771,3.4250,2.2942,7.2279,1.0194,9.9685,,0.8494,,40.82,0.6129
25-Aug-2014,0.9321,71.80,5.7335,97.11,0.7059,950.84,0.5628,1.1659,56.35,29.84,1.1162,27.94,2.9534,10920,19756,3.4231,2.2958,7.2241,1.0205,9.9840,,0.8537,,40.86,0.6124
26-Aug-2014,0.9293,71.60,5.7196,96.52,0.7038,944.96,0.5602,1.1616,56.20,29.67,1.1141,27.83,2.9398,10885,19709,3.4129,2.2889,7.2023,1.0198,9.9454,,0.8499,,40.72,0.6119
27-Aug-2014,0.9319,71.70,5.7289,96.96,0.7079,945.04,0.5632,1.1634,56.37,29.75,1.1140,27.88,2.9373,10903,19761,3.4224,2.2953,7.2226,1.0178,9.9494,,0.8553,,40.71,0.6136
28-Aug-2014,0.9353,71.90,5.7446,97.07,0.7082,948.72,0.5638,1.1670,56.56,29.84,1.1152,27.93,2.9481,10943,19826,3.4349,2.3037,7.2487,1.0150,9.9297,,0.8549,,40.85,0.6161
29-Aug-2014,0.9349,71.90,5.7437,97.07,0.7096,947.88,0.5638,1.1675,56.58,29.86,1.1170,27.94,2.9510,10946,19818,3.4334,2.3027,7.2455,1.0152,9.9518,,0.8561,,40.83,0.6158
01-Sep-2014,0.9340,71.90,5.7358,97.30,0.7115,946.47,0.5624,1.1672,56.50,29.86,1.1151,27.90,2.9435,10929,19796,3.4301,2.3090,7.2387,1.0152,9.9583,,0.8583,,40.70,0.6151
02-Sep-2014,0.9293,71.70,5.7121,97.41,0.7083,946.26,0.5604,1.1639,56.31,29.79,1.1131,27.81,2.9445,10896,19697,3.4129,2.3002,7.2024,1.0129,9.9531,,0.8551,,40.55,0.6120
03-Sep-2014,0.9290,71.70,5.7077,97.55,0.7075,947.49,0.5643,1.1647,56.26,29.80,1.1177,27.80,2.9584,10956,19693,3.4118,2.2995,7.2001,1.0151,9.9677,,0.8540,,40.60,0.6137
04-Sep-2014,0.9340,72.00,5.7292,97.94,0.7104,951.61,0.5676,1.1692,56.42,29.93,1.1223,27.93,2.9690,10983,19799,3.4301,2.3119,7.2388,1.0182,9.9819,,0.8574,,40.70,0.6169
05-Sep-2014,0.9341,72.30,5.7335,98.38,0.7221,956.71,0.5724,1.1727,56.45,29.99,1.1269,27.97,2.9746,10990,19798,3.4305,2.3121,7.2394,1.0159,10.0267,,0.8712,,40.81,0.6173
08-Sep-2014,0.9365,72.50,5.7511,98.43,0.7238,959.21,0.5788,1.1747,56.43,29.98,1.1261,28.03,2.9725,10978,19863,3.4393,2.3181,7.2582,1.0202,10.0294,,0.8733,,40.79,0.6227
